Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2005-01-31,91.71,2019-08-31,147.28,3804 days,2004-03-31/89.55,60.59%,60.59%,Rise by 5.44%,60.59%
Buy,2020-02-29,155.31,2022-04-30,119.45,564 days,2019-08-31/147.28,-23.09%,-23.09%,Rise by 10.1%,37.50%
