Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2020-03-12,315.25,2020-03-13,336.3,Sell,0 days,Fall by -28.100000%,-6.68,
2020-05-22,429.32,2020-05-29,419.73,Sell,4 days,Fall by -11.240000%,2.23,
2020-06-11,425.56,2020-06-17,447.77,Sell,3 days,Fall by -12.220000%,-5.22,
2020-08-10,483.38,2020-08-20,497.9,Sell,7 days,Fall by 2.780000%,-3.0,
2020-09-14,476.26,2020-09-30,500.03,Sell,11 days,Fall by 1.210000%,-4.99,
2020-09-17,470.2,2020-09-30,500.03,Sell,8 days,Fall by -0.060000%,-6.34,
2020-09-18,469.96,2020-09-30,500.03,Sell,7 days,Fall by -0.110000%,-6.4,
2021-03-04,511.29,2021-03-11,523.06,Sell,4 days,Fall by 1.650000%,-2.3,
2021-05-05,496.08,2021-05-17,488.94,Sell,7 days,Fall by 2.070000%,1.44,
2021-08-20,546.88,2021-09-01,582.07,Buy,7 days,Rise by 10.940000%,6.43,
2021-08-30,566.18,2021-09-07,606.71,Buy,5 days,Rise by 12.880000%,7.16,
2021-09-01,582.07,2021-09-08,606.05,Buy,4 days,Rise by 9.800000%,4.12,
2021-12-01,617.77,2021-12-15,605.04,Sell,9 days,Fall by 5.020000%,2.06,
2022-04-21,218.22,2022-04-28,199.52,Sell,4 days,Fall by 13.700000%,8.57,
2022-09-26,224.07,2022-09-28,245.2,Sell,1 days,Fall by 4.360000%,-9.43,
2022-11-29,280.96,2022-11-30,305.53,Sell,0 days,Fall by 1.450000%,-8.75,
2023-02-02,366.89,2023-05-24,364.85,Buy,78 days,Rise by -11.790000%,-0.56,
2023-02-24,317.15,2023-03-10,292.76,Sell,9 days,Fall by 7.690000%,7.69,
2023-03-10,292.76,2023-03-16,310.06,Sell,3 days,Fall by -8.470000%,-5.91,
2023-04-18,333.7,2023-04-28,329.93,Sell,7 days,Fall by 4.840000%,1.13,
2023-05-02,317.55,2023-05-10,335.42,Sell,5 days,Fall by -30.980000%,-5.63,
2023-09-27,377.59,2023-10-17,355.72,Sell,13 days,Fall by 8.320000%,5.79,
2023-10-12,361.2,2023-10-19,401.77,Sell,4 days,Fall by -23.680000%,-11.23,
2023-10-18,346.19,2023-10-19,401.77,Sell,0 days,Fall by -29.040000%,-16.05,
2023-11-02,424.71,2023-11-08,436.65,Buy,3 days,Rise by 12.910000%,2.81,
2023-11-16,466.95,2023-11-27,479.17,Buy,6 days,Rise by 6.010000%,2.62,
2024-01-25,562.0,2024-02-20,575.13,Buy,17 days,Rise by 10.200000%,2.34,
2024-05-21,650.61,2024-06-20,679.03,Buy,21 days,Rise by 5.460000%,4.37,
2024-06-17,675.83,2024-08-23,686.73,Buy,48 days,Rise by 2.190000%,1.61,
2024-06-27,684.34,2024-09-19,704.32,Buy,59 days,Rise by -10.330000%,2.92,
2024-07-01,673.61,2024-07-16,656.32,Sell,10 days,Fall by 11.140000%,2.57,
2024-07-03,682.51,2024-09-19,704.32,Buy,55 days,Rise by -10.090000%,3.2,
2024-07-05,690.65,2024-09-24,722.26,Buy,56 days,Rise by -11.150000%,4.58,
2024-07-30,622.58,2024-08-09,633.94,Sell,7 days,Fall by -6.940000%,-1.82,
2024-08-02,613.64,2024-08-09,633.94,Sell,4 days,Fall by -8.500000%,-3.31,
2024-10-16,702.0,2024-10-18,763.89,Sell,1 days,Fall by -26.720000%,-8.82,
2024-10-21,772.07,2024-11-12,819.5,Buy,15 days,Rise by 21.310000%,6.14,
2025-02-14,1058.6,2025-04-30,1131.72,Buy,52 days,Rise by -14.380000%,6.91,
2025-03-07,891.11,2025-03-12,919.68,Sell,2 days,Fall by 3.960000%,-3.21,
2025-06-02,1218.98,2025-06-09,1224.46,Buy,4 days,Rise by 9.860000%,0.45,
2025-06-10,1203.62,2025-06-24,1279.11,Sell,9 days,Fall by 4.630000%,-6.27,
2025-08-20,1213.86,2025-10-03,1153.32,Sell,31 days,Fall by 2.090000%,4.99,
2025-09-04,1257.48,2025-09-04,1257.48,Buy,0 days,Rise by -1.280000%,0.0,
2025-09-11,1203.5,2025-10-06,1163.31,Sell,16 days,Fall by 4.170000%,3.34,
2025-09-12,1188.44,2025-10-06,1163.31,Sell,15 days,Fall by 2.960000%,2.11,
