Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2021-02-11,6.245,2021-04-21,5.62,Buy,49 Days,-3.65,Rise by -10.01%,-10.01%,-10.01%,
2021-02-23,5.62,2022-02-15,4.94,Buy,255 Days,-6.08,Rise by 4.8%,-12.1%,-22.11%,
2021-03-05,5.31,2022-02-25,4.88,Buy,255 Days,-9.79,Rise by 11.02%,-8.1%,-30.21%,
2022-10-04,4.73,2022-12-12,4.88,Buy,49 Days,-4.97,Rise by 3.17%,3.17%,-27.03%,
2024-10-01,6.01,2024-12-04,6.02,Buy,46 Days,-4.98,Rise by 1.91%,0.17%,-26.87%,
