Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-08-01,0.9531,2022-08-04,0.9612,3 days,0.85%,0.8499%,Rise by 3.29%,0.8499%,
Buy,2022-08-16,0.9460,2022-08-19,0.9566,3 days,1.12%,1.1205%,Rise by 4.07%,1.9704%,
Buy,2022-11-16,0.9429,2022-11-22,0.9584,4 days,1.64%,1.6439%,Rise by -0.75%,3.6142%,
Buy,2022-11-28,0.9474,2022-12-30,0.9229,24 days,-2.59%,-2.5860%,Rise by -1.22%,1.0282%,
Buy,2023-07-18,0.8604,2023-07-25,0.8699,5 days,1.10%,1.1041%,Rise by 1.96%,2.1323%,
Buy,2023-12-01,0.8747,2023-12-22,0.8563,15 days,-2.10%,-2.1036%,Rise by -0.58%,0.0288%,
Buy,2023-12-26,0.8557,2024-01-18,0.8643,17 days,1.01%,1.0050%,Rise by 1.62%,1.0338%,
Buy,2024-06-07,0.8897,2024-06-10,0.8961,1 days,0.72%,0.7193%,Rise by 1.57%,1.7531%,
Buy,2024-08-08,0.8593,2024-08-16,0.8725,6 days,1.54%,1.5361%,Rise by -0.78%,3.2893%,
Buy,2024-08-29,0.8418,2024-09-03,0.8514,3 days,1.14%,1.1404%,Rise by 1.28%,4.4297%,
Buy,2025-02-27,0.8943,2025-03-03,0.9026,2 days,0.93%,0.9281%,Rise by -1.13%,5.3578%,
Buy,2025-03-12,0.8834,2025-04-04,0.8592,17 days,-2.74%,-2.7394%,Rise by 0.09%,2.6184%,
Buy,2025-04-10,0.8554,2025-05-22,0.8251,30 days,-3.54%,-3.5422%,Rise by -1.23%,-0.9238%,
