Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2015-08-31,32.22,2020-03-31,44.57,1195 days,38.330000%,38.330000%,Rise by 45.410000%,38.330000%
Buy,2022-06-30,44.47,2022-06-30,44.47,0 days,0.00%,0.00%,Rise by 0%,38.330000%
