Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2012-12-31,25.8,2017-12-31,62.55,Buy,1304 days,Rise by 353.530000%,142.44
2015-12-31,62.5,2024-12-31,75.67,Buy,2347 days,Rise by 166.670000%,21.07
2020-12-31,141.47,2020-12-31,141.47,Buy,0 days,Rise by -54.340000%,0.0
2021-12-31,166.67,2021-12-31,166.67,Buy,0 days,Rise by -61.250000%,0.0
