Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
1988-06-30,0.45,1990-03-31,1.06,Buy,456 days,Rise by 182.460000%,137.73,
2000-06-30,4.98,2003-06-30,6.69,Sell,780 days,Fall by -11.700000%,-34.35,
2004-03-31,9.73,2007-09-30,14.66,Buy,912 days,Rise by 16.460000%,50.66,
2007-06-30,14.57,2010-09-30,20.04,Buy,847 days,Rise by 16.660000%,37.48,
2008-03-31,17.0,2011-09-30,21.38,Buy,913 days,Rise by -25.000000%,25.75,
2009-03-31,11.72,2010-09-30,20.04,Sell,391 days,Fall by -82.360000%,-70.91,
2013-09-30,36.32,2015-06-30,54.01,Buy,455 days,Rise by 69.250000%,48.71,
2013-12-31,39.32,2015-09-30,61.48,Buy,455 days,Rise by 40.390000%,56.37,
2014-12-31,48.08,2016-09-30,52.65,Buy,456 days,Rise by 30.010000%,9.52,
2015-06-30,54.01,2018-12-31,74.14,Buy,913 days,Rise by 15.810000%,37.27,
