Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-03-13,75.58,2020-03-19,70.34,Sell,3 days,Fall by -25.920000%,6.93
2020-05-13,86.02,2020-05-18,91.04,Sell,2 days,Fall by -10.640000%,-5.84
2020-06-12,96.43,2020-06-23,101.92,Sell,6 days,Fall by 2.860000%,-5.69
2020-07-17,96.28,2020-08-05,100.94,Sell,12 days,Fall by -24.720000%,-4.84
2020-07-22,98.91,2020-08-11,105.12,Buy,13 days,Rise by 28.510000%,6.28
2020-10-28,122.08,2020-11-04,127.34,Sell,4 days,Fall by -7.320000%,-4.31
2021-01-25,137.55,2021-02-01,135.71,Sell,4 days,Fall by 4.010000%,1.34
2021-03-04,132.04,2021-03-11,141.19,Sell,4 days,Fall by 2.570000%,-6.93
2021-03-19,137.49,2021-03-30,132.95,Sell,6 days,Fall by 7.550000%,3.3
2021-04-27,132.11,2021-05-12,133.39,Buy,10 days,Rise by 3.620000%,0.97
2021-06-02,134.17,2021-06-15,130.29,Sell,8 days,Fall by 4.290000%,2.89
2021-08-04,171.91,2021-11-11,166.97,Buy,70 days,Rise by -10.270000%,-2.87
2021-08-09,171.77,2021-08-24,169.98,Sell,10 days,Fall by 10.200000%,1.04
2021-09-27,148.04,2021-10-01,147.06,Sell,3 days,Fall by -12.600000%,0.66
2022-01-21,142.95,2022-02-25,138.8,Sell,24 days,Fall by 12.950000%,2.9
2022-03-08,121.21,2022-03-16,125.19,Sell,5 days,Fall by -3.110000%,-3.28
2022-07-20,111.11,2022-08-03,114.28,Buy,9 days,Rise by 6.260000%,2.85
2022-07-29,114.92,2022-12-19,103.05,Buy,100 days,Rise by 2.730000%,-10.33
2023-01-23,128.29,2023-11-14,105.75,Buy,210 days,Rise by -2.090000%,-17.57
2023-04-20,124.45,2023-05-16,116.48,Sell,17 days,Fall by 11.470000%,6.4
2023-04-26,123.84,2023-05-17,116.98,Sell,14 days,Fall by 11.030000%,5.54
2023-05-10,123.51,2023-05-17,116.98,Sell,4 days,Fall by 12.320000%,5.29
2023-07-06,105.1,2023-07-31,110.39,Sell,16 days,Fall by -2.290000%,-5.03
2023-10-11,98.65,2023-10-18,103.77,Buy,4 days,Rise by 10.890000%,5.19
2023-11-03,107.06,2023-12-01,113.48,Buy,19 days,Rise by 14.550000%,6.0
2023-12-26,108.02,2024-01-05,102.08,Sell,7 days,Fall by 6.910000%,5.5
2024-02-01,101.76,2024-02-12,107.18,Sell,6 days,Fall by 4.060000%,-5.33
2024-03-04,99.54,2024-03-27,94.13,Sell,16 days,Fall by 10.520000%,5.44
2024-03-15,99.64,2024-03-27,94.13,Sell,7 days,Fall by 10.610000%,5.53
2024-05-31,95.05,2024-10-02,83.1,Buy,87 days,Rise by 2.240000%,-12.57
2024-09-25,88.0,2025-03-04,77.32,Buy,113 days,Rise by -4.610000%,-12.14
2024-11-22,77.4,2024-11-29,78.77,Buy,4 days,Rise by 1.200000%,1.77
2024-12-30,74.65,2025-01-08,71.29,Sell,6 days,Fall by 5.100000%,4.5
2025-01-07,72.09,2025-01-27,75.58,Sell,13 days,Fall by 4.730000%,-4.84
2025-02-07,68.68,2025-02-13,73.21,Sell,3 days,Fall by 19.070000%,-6.6
2025-02-13,73.21,2025-02-21,76.5,Buy,5 days,Rise by -10.200000%,4.49
