Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2020-10-25,9.49,2021-02-14,31.91,2020-10-18,Buy,16 Weeks,236.25%,Rise by 270.71%,236.25%,Normal Case,
2020-11-01,10.13,2021-02-14,31.91,2020-10-11,Buy,15 Weeks,215.0%,Rise by 247.29%,451.25%,Absolute Extrema Case,
2020-11-01,10.13,2021-02-14,31.91,2020-10-25,Buy,15 Weeks,215.0%,Rise by 247.29%,666.26%,Normal Case,
2020-12-27,27.75,2021-07-18,21.37,2020-12-20,Buy,29 Weeks,-22.99%,Rise by -13.87%,643.27%,Normal Case,
2021-01-31,35.18,2021-07-18,21.37,2021-01-24,Buy,24 Weeks,-39.26%,Rise by -30.87%,604.01%,Normal Case,
2021-05-23,20.75,2021-10-03,24.33,2021-05-09,Buy,19 Weeks,17.25%,Rise by 38.36%,621.27%,Normal Case,
2021-06-06,24.03,2021-10-03,24.33,2021-05-30,Buy,17 Weeks,1.25%,Rise by 19.48%,622.51%,Normal Case,
2021-06-20,25.37,2021-10-03,24.33,2021-06-13,Buy,15 Weeks,-4.1%,Rise by -13.99%,618.41%,Normal Case,
2021-08-22,24.01,2022-04-24,11.96,2021-08-15,Buy,35 Weeks,-50.19%,Rise by -10.83%,568.23%,Normal Case,
2021-09-19,28.71,2022-04-24,11.96,2021-09-12,Buy,31 Weeks,-58.34%,Rise by -20.48%,509.88%,Normal Case,
2021-09-26,28.56,2022-04-24,11.96,2021-09-19,Buy,30 Weeks,-58.12%,Rise by -20.06%,451.76%,Normal Case,
2021-12-26,18.93,2022-04-24,11.96,2021-12-19,Buy,17 Weeks,-36.82%,Rise by -30.64%,414.94%,Normal Case,
2022-02-13,13.13,2022-04-24,11.96,2022-02-06,Buy,10 Weeks,-8.91%,Rise by 5.33%,406.03%,Normal Case,
2022-03-06,10.96,2022-08-21,8.51,2022-02-20,Buy,24 Weeks,-22.35%,Rise by -13.5%,383.68%,Normal Case,
2022-05-22,8.08,2022-08-21,8.51,2022-05-15,Buy,13 Weeks,5.32%,Rise by 41.71%,389.0%,Normal Case,
2022-06-19,8.24,2022-08-21,8.51,2022-05-29,Buy,9 Weeks,3.28%,Rise by 38.96%,392.28%,Normal Case,
2022-06-26,10.19,2022-10-23,8.29,2022-06-12,Buy,17 Weeks,-18.65%,Rise by -16.49%,373.63%,Normal Case,
2022-09-18,7.78,2022-11-20,7.39,2022-09-11,Buy,9 Weeks,-5.01%,Rise by -11.31%,368.62%,Normal Case,
2022-10-02,8.13,2023-03-05,8.33,2022-09-25,Buy,22 Weeks,2.46%,Rise by -10.46%,371.08%,Normal Case,
2022-10-16,7.53,2023-03-05,8.33,2022-10-02,Buy,20 Weeks,10.62%,Rise by -16.47%,381.7%,Normal Case,
2023-02-26,8.09,2023-05-07,7.41,2023-02-19,Buy,10 Weeks,-8.41%,Rise by 124.97%,373.3%,Normal Case,
2023-03-26,8.2,2023-06-25,14.03,2023-03-05,Buy,13 Weeks,71.1%,Rise by 121.95%,444.39%,Normal Case,
2023-05-28,13.65,2023-08-20,14.4,2023-05-21,Buy,12 Weeks,5.49%,Rise by 33.33%,449.89%,Normal Case,
2023-07-02,15.33,2023-10-29,15.07,2023-06-25,Buy,17 Weeks,-1.7%,Rise by 33.66%,448.19%,Normal Case,
2023-08-06,18.2,2023-10-29,15.07,2023-07-30,Buy,12 Weeks,-17.2%,Rise by -22.36%,430.99%,Normal Case,
2023-10-01,16.0,2023-12-10,17.77,2023-09-24,Buy,10 Weeks,11.06%,Rise by 28.06%,442.06%,Normal Case,
2023-10-08,16.61,2023-12-10,17.77,2023-10-01,Buy,9 Weeks,6.98%,Rise by 56.77%,449.04%,Normal Case,
2023-10-29,15.07,2024-03-24,24.18,2023-08-20,Buy,21 Weeks,60.45%,Rise by 72.79%,509.49%,Local Extrema Case,
2023-10-29,15.07,2024-03-24,24.18,2023-10-08,Buy,21 Weeks,60.45%,Rise by 72.79%,569.94%,Normal Case,
2024-03-10,26.04,2024-08-04,24.74,2024-03-03,Buy,21 Weeks,-4.99%,Rise by -13.52%,564.95%,Normal Case,
2024-04-14,22.67,2024-08-04,24.74,2024-04-07,Buy,16 Weeks,9.13%,Rise by 255.32%,574.08%,Normal Case,
2024-06-02,21.68,2024-08-04,24.74,2024-05-26,Buy,9 Weeks,14.11%,Rise by 271.54%,588.2%,Normal Case,
2024-07-07,27.23,2024-09-08,30.33,2024-06-30,Buy,9 Weeks,11.38%,Rise by 195.81%,599.58%,Normal Case,
2024-07-21,28.58,2025-01-12,67.26,2024-07-14,Buy,25 Weeks,135.34%,Rise by 181.84%,734.92%,Normal Case,
2024-07-28,27.18,2025-01-12,67.26,2024-07-07,Buy,24 Weeks,147.46%,Rise by 196.36%,882.38%,Normal Case,
2024-08-11,30.01,2025-01-12,67.26,2024-04-21,Buy,22 Weeks,124.13%,Rise by 168.41%,1006.51%,Local Extrema Case,
2024-08-18,32.08,2025-01-12,67.26,2024-07-28,Buy,21 Weeks,109.66%,Rise by 151.09%,1116.17%,Normal Case,
2024-09-15,35.59,2025-01-12,67.26,2024-09-01,Buy,17 Weeks,88.99%,Rise by 126.33%,1205.16%,Normal Case,
2024-10-13,43.51,2025-01-12,67.26,2024-09-29,Buy,13 Weeks,54.59%,Rise by 85.13%,1259.74%,Normal Case,
2024-10-27,44.86,2025-01-12,67.26,2024-10-20,Buy,11 Weeks,49.93%,Rise by 79.56%,1309.67%,Normal Case,
