Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-01-11,146.5940,2022-01-19,139.4496,6 days,-4.87%,-4.8736%,Rise by -2.84%,-4.8736%,
Buy,2022-05-09,127.2793,2022-05-27,130.4154,14 days,2.46%,2.4640%,Rise by 3.37%,-2.4096%,
Buy,2022-09-27,147.1547,2022-10-04,150.4154,5 days,2.22%,2.2158%,Rise by 3.02%,-0.1938%,
Buy,2023-05-09,171.5265,2023-05-19,176.6667,8 days,3.00%,2.9967%,Rise by 4.5%,2.8029%,
Buy,2024-04-05,206.4100,2024-04-08,209.0100,1 days,1.26%,1.2596%,Rise by 16.45%,4.0626%,
Buy,2024-08-08,220.0800,2024-08-13,223.0200,3 days,1.34%,1.3359%,Rise by 7.22%,5.3984%,
Buy,2025-01-15,225.8300,2025-01-17,230.5100,2 days,2.07%,2.0724%,Rise by 13.39%,7.4708%,
Buy,2025-08-13,233.5100,2025-08-20,243.7900,5 days,4.40%,4.4024%,Rise by 5.85%,11.8732%,
Buy,2025-09-12,239.5000,2025-09-24,219.2900,8 days,-8.44%,-8.4384%,Rise by -11.16%,3.4348%,
Buy,2025-10-03,213.4800,2025-10-15,223.7800,8 days,4.82%,4.8248%,Rise by 0.64%,8.2596%,
