Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days),Signal Open Price
FRACTAL TRACK,CNU.NZ,Long,Weekly,2025-04-06,8.11,2025-07-06,8.63,6.411837237977823,64,100.0,23,428,
FRACTAL TRACK,CNU.NZ,Long,Weekly,2025-01-05,8.83,2025-10-05,9.48,7.361268403171011,194,100.0,23,428,
FRACTAL TRACK,CNU.NZ,Long,Weekly,2019-10-20,5.38,2025-10-05,9.48,76.20817843866172,1554,100.0,23,428,
