Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-01-20,105.46,2021-01-29,96.81,2020-11-04-2021-01-04,88.74-107.75,Buy,7 days,-8.2%,Rise by 11.59%,-8.2%,
2021-03-08,105.03,2021-03-09,106.55,2021-01-04-2021-01-29,97.79-102.14,Sell,1 days,-1.45%,Fall by 1.48%,-9.65%,
2021-04-30,114.49,2021-07-19,115.32,2021-01-29-2021-04-19,95.92-118.98,Buy,56 days,0.72%,Rise by 3.49%,-8.92%,
2021-06-08,111.52,2021-06-22,111.85,2021-04-19-2021-05-19,109.94-117.04,Sell,10 days,-0.3%,Fall by -2.21%,-9.22%,
2021-08-05,119.03,2021-08-05,119.03,2021-01-29-2021-07-23,95.92-126.32,Buy,0 days,0.0%,Rise by 0%,-9.22%,
2021-09-17,113.41,2021-09-22,113.07,2021-07-23-2021-08-19,115.07-123.92,Sell,3 days,0.3%,Fall by 6.19%,-8.92%,
2021-11-15,111.87,2021-11-15,111.87,2021-04-19-2021-10-29,107.99-117.04,Sell,0 days,-0.0%,Fall by 0%,-8.92%,
2021-11-23,113.58,2021-11-23,113.58,2021-10-29-2021-11-08,104.02-117.47,Buy,0 days,0.0%,Rise by 0%,-8.92%,
2022-01-10,106.03,2022-01-10,106.03,2021-11-08-2021-12-20,108.12-114.57,Sell,0 days,-0.0%,Fall by 0%,-8.92%,
2022-01-13,102.4,2022-01-13,102.4,2021-10-29-2022-01-03,104.02-117.8,Sell,0 days,-0.0%,Fall by 0%,-8.92%,
2022-01-19,96.87,2022-01-26,95.58,2021-01-29-2021-07-23,95.92-126.32,Sell,5 days,1.33%,Fall by 11.63%,-7.59%,
2022-01-20,95.72,2022-01-26,95.58,2021-01-29-2021-04-19,95.92-118.98,Sell,4 days,0.15%,Fall by 11.63%,-7.44%,
2022-02-23,89.65,2022-02-23,89.65,2020-11-04-2021-07-23,88.74-126.32,Sell,0 days,-0.0%,Fall by 0%,-7.44%,
2022-03-07,84.46,2022-03-10,87.16,2020-11-04-2021-01-04,88.74-107.75,Sell,3 days,-3.2%,Fall by 10.6%,-10.64%,
2022-04-07,83.12,2022-04-07,83.12,2021-01-04-2022-03-14,82.34-102.14,Sell,0 days,-0.0%,Fall by 0%,-10.64%,
2022-05-11,70.06,2022-05-16,72.42,2022-01-03-2022-03-14,82.34-114.78,Sell,3 days,-3.37%,Fall by 2.03%,-14.01%,
2022-06-13,72.36,2022-06-13,72.36,2021-01-04-2022-05-12,70.03-102.14,Sell,0 days,-0.0%,Fall by 0%,-14.01%,
2022-07-13,77.92,2022-08-03,87.27,2022-01-03-2022-05-12,70.03-114.78,Sell,15 days,-12.0%,Fall by 4.96%,-26.01%,
