Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days),Signal Open Price
OSCILLATOR DELTA,TCS.NS,Long,Daily,2025-04-21,3321.6001,2025-05-12,3620.3999,8.995658447866731,15,85.71,35,35,
OSCILLATOR DELTA,TCS.NS,Long,Daily,2025-03-03,3493.05,2025-07-25,3135.8,-10.227451653998655,104,85.71,35,35,
