Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-01-19,107.8,2021-01-27,104.08,2020-11-27-2020-12-21,103.93-107.6,Sell,6 days,3.45%,Fall by -11.31%,3.45%,
2021-07-23,125.32,2021-07-28,126.64,2021-06-17-2021-07-08,125.84-126.69,Sell,3 days,-1.05%,Fall by 1.03%,2.4%,
2021-09-22,126.41,2025-10-31,205.47,2020-11-04-2021-08-25,94.03-134.23,Buy,1072 days,62.54%,Rise by 0.0%,64.94%,
2021-10-04,126.2,2021-10-05,127.25,2021-08-25-2021-09-20,126.5-132.27,Sell,1 days,-0.83%,Fall by -1.23%,64.11%,
2021-11-23,131.67,2021-11-30,126.3,2021-09-20-2021-11-15,124.38-133.68,Buy,5 days,-4.08%,Rise by 18.09%,60.03%,
2021-12-14,128.62,2021-12-15,130.32,2021-11-15-2021-12-01,128.14-132.24,Sell,1 days,-1.32%,Fall by -8.36%,58.71%,
2022-01-27,142.13,2024-07-24,152.21,2021-12-01-2022-01-17,125.64-149.6,Buy,649 days,7.09%,Rise by 10.62%,65.8%,
2022-03-29,140.37,2022-04-05,137.99,2022-01-17-2022-03-08,137.61-147.53,Sell,5 days,1.7%,Fall by 9.17%,67.5%,
2022-04-22,132.76,2022-04-29,129.75,2020-11-04-2022-01-17,94.03-149.6,Sell,5 days,2.27%,Fall by 4.93%,69.76%,
2022-05-12,125.34,2022-05-16,126.89,2021-12-01-2022-01-17,125.64-149.6,Sell,2 days,-1.24%,Fall by 2.79%,68.53%,
2022-06-13,126.68,2022-06-20,125.97,2022-03-22-2022-05-12,126.13-142.85,Sell,5 days,0.56%,Fall by 5.83%,69.09%,
2022-06-16,124.77,2022-06-20,125.97,2021-09-20-2022-01-17,124.38-149.6,Sell,2 days,-0.96%,Fall by 5.83%,68.12%,
2022-07-14,119.24,2022-07-19,123.28,2021-09-20-2021-11-15,124.38-133.68,Sell,3 days,-3.39%,Fall by 1.13%,64.74%,
2022-07-19,123.28,2022-07-19,123.28,2021-08-25-2022-06-23,125.29-132.27,Sell,0 days,-0.0%,Fall by 0%,64.74%,
2022-08-10,125.9,2022-08-10,125.9,2021-06-17-2022-07-15,120.55-126.69,Sell,0 days,-0.0%,Fall by 0%,64.74%,
2022-08-26,124.97,2023-02-14,138.85,2022-07-15-2022-08-18,118.24-129.95,Buy,122 days,11.11%,Rise by -2.56%,75.84%,
2022-10-12,118.67,2022-10-17,123.58,2022-08-18-2022-09-01,122.02-129.0,Sell,3 days,-4.14%,Fall by -2.57%,71.71%,
2022-11-30,133.78,2022-11-30,133.78,2021-08-25-2022-10-13,122.86-132.27,Sell,0 days,-0.0%,Fall by 0%,71.71%,
2022-12-12,132.13,2024-04-12,135.66,2022-07-15-2022-11-23,118.24-135.69,Buy,349 days,2.67%,Rise by 9.82%,74.38%,
2022-12-21,128.67,2023-02-14,138.85,2022-10-13-2022-11-23,116.75-135.69,Buy,39 days,7.91%,Rise by -2.56%,82.29%,
2023-01-25,133.49,2023-02-28,138.54,2022-11-23-2022-12-22,128.29-134.12,Sell,24 days,-3.78%,Fall by 8.47%,78.51%,
2023-02-28,138.54,2024-04-12,135.66,2022-07-15-2023-02-09,118.24-140.18,Buy,293 days,-2.08%,Rise by 9.82%,76.43%,
