Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2021-12-01,213.26,2022-04-01,207.57,Buy,87 Days,-3.93,Rise by 5.8%,-2.67%,-2.67%,
2022-05-02,186.89,2022-08-19,194.65,Buy,79 Days,-5.46,Rise by -2.27%,4.15%,1.48%,
2022-05-12,172.6,2022-08-19,194.65,Buy,71 Days,-3.73,Rise by 8.71%,12.78%,14.26%,
2022-06-16,163.9,2022-08-19,194.65,Buy,46 Days,-3.22,Rise by 7.22%,18.76%,33.02%,
2022-09-26,164.17,2022-11-18,183.72,Buy,39 Days,-3.16,Rise by 7.21%,11.91%,44.93%,
2023-10-02,174.07,2023-11-20,179.33,Buy,35 Days,-3.17,Rise by 1.09%,3.02%,47.95%,
2025-03-03,208.78,2025-05-15,208.13,Buy,53 Days,-3.37,Rise by -1.15%,-0.31%,47.64%,
2025-04-01,199.51,2025-08-18,227.96,Buy,99 Days,-8.69,Rise by -12.38%,14.26%,61.9%,
