Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-11-22,2.96,2016-01-24,3.7,2015-11-15,Buy,9 Weeks,25.0%,Rise by 36.32%,25.0%,Absolute Extrema Case
2015-11-29,3.115,2016-03-13,3.89,2015-11-08,Buy,15 Weeks,24.88%,Rise by 29.53%,49.88%,Normal Case
2015-12-06,3.06,2016-03-13,3.89,2015-11-29,Buy,14 Weeks,27.12%,Rise by 31.86%,77.0%,Normal Case
2015-12-20,3.72,2016-03-13,3.89,2015-12-13,Buy,12 Weeks,4.57%,Rise by 8.47%,81.57%,Normal Case
2016-01-10,3.9,2016-03-13,3.89,2016-01-03,Buy,9 Weeks,-0.26%,Rise by 3.46%,81.32%,Normal Case
2016-01-17,3.78,2016-04-03,4.015,2015-12-27,Buy,11 Weeks,6.22%,Rise by 6.75%,87.53%,Normal Case
2016-02-07,3.87,2016-05-01,4.0,2016-01-31,Buy,12 Weeks,3.36%,Rise by 19.64%,90.89%,Normal Case
2016-05-08,4.06,2016-09-11,4.19,2016-05-01,Buy,18 Weeks,3.2%,Rise by 14.04%,94.1%,Normal Case
2016-05-22,4.08,2016-09-11,4.19,2016-05-15,Buy,16 Weeks,2.7%,Rise by 13.48%,96.79%,Normal Case
2016-06-19,4.03,2016-09-11,4.19,2016-06-05,Buy,12 Weeks,3.97%,Rise by 14.89%,100.76%,Normal Case
2016-08-07,4.36,2016-12-18,3.885,2016-07-24,Buy,19 Weeks,-10.89%,Rise by -14.45%,89.87%,Normal Case
2016-08-21,4.63,2016-12-18,3.885,2016-08-14,Buy,17 Weeks,-16.09%,Rise by -18.79%,73.78%,Normal Case
2016-08-28,4.63,2016-12-18,3.885,2016-08-21,Buy,16 Weeks,-16.09%,Rise by -19.55%,57.69%,Normal Case
2016-09-11,4.19,2016-12-18,3.885,2016-09-04,Buy,14 Weeks,-7.28%,Rise by -12.41%,50.41%,Normal Case
2016-10-30,3.67,2017-02-26,3.94,2016-10-23,Buy,17 Weeks,7.36%,Rise by 15.12%,57.76%,Normal Case
2017-01-01,3.97,2017-04-16,4.22,2016-12-25,Buy,15 Weeks,6.3%,Rise by 18.89%,64.06%,Normal Case
2017-01-29,4.225,2017-04-16,4.22,2017-01-22,Buy,11 Weeks,-0.12%,Rise by 11.72%,63.94%,Normal Case
2017-03-19,4.185,2017-05-28,4.52,2017-03-05,Buy,10 Weeks,8.0%,Rise by 12.78%,71.95%,Normal Case
2017-03-26,4.12,2017-05-28,4.52,2017-03-19,Buy,9 Weeks,9.71%,Rise by 14.56%,81.66%,Normal Case
2017-04-02,4.32,2017-07-09,4.56,2017-03-26,Buy,14 Weeks,5.56%,Rise by 9.26%,87.21%,Normal Case
2017-05-21,4.35,2017-09-03,3.945,2017-04-30,Buy,15 Weeks,-9.31%,Rise by 6.9%,77.9%,Normal Case
2017-07-02,4.63,2017-09-03,3.945,2017-06-11,Buy,9 Weeks,-14.79%,Rise by 0.43%,63.11%,Normal Case
2017-08-13,4.455,2017-12-10,4.035,2017-08-06,Buy,17 Weeks,-9.43%,Rise by -12.01%,53.68%,Normal Case
2017-08-20,4.65,2017-12-10,4.035,2017-08-13,Buy,16 Weeks,-13.23%,Rise by -16.88%,40.45%,Normal Case
2017-08-27,4.65,2017-12-10,4.035,2017-08-20,Buy,15 Weeks,-13.23%,Rise by -14.41%,27.23%,Normal Case
2017-10-29,3.98,2018-01-07,4.175,2017-10-22,Buy,10 Weeks,4.9%,Rise by 7.29%,32.13%,Normal Case
2017-11-19,4.16,2018-04-01,4.0,2017-11-12,Buy,19 Weeks,-3.85%,Rise by -0.48%,28.28%,Normal Case
2018-02-04,4.08,2018-05-20,4.04,2018-01-28,Buy,15 Weeks,-0.98%,Rise by 1.96%,27.3%,Normal Case
2018-03-25,3.83,2018-07-08,4.25,2018-03-11,Buy,15 Weeks,10.97%,Rise by 14.36%,38.27%,Normal Case
2018-04-08,4.055,2018-07-08,4.25,2017-12-03,Buy,13 Weeks,4.81%,Rise by 8.01%,43.07%,Local Extrema Case
2018-04-08,4.055,2018-07-08,4.25,2018-04-01,Buy,13 Weeks,4.81%,Rise by 8.01%,47.88%,Normal Case
2018-04-29,3.95,2018-07-08,4.25,2018-04-22,Buy,10 Weeks,7.59%,Rise by 10.89%,55.48%,Normal Case
2018-05-06,4.16,2018-07-08,4.25,2018-04-29,Buy,9 Weeks,2.16%,Rise by 5.29%,57.64%,Normal Case
2018-06-03,4.07,2018-08-05,4.28,2018-05-27,Buy,9 Weeks,5.16%,Rise by 22.73%,62.8%,Normal Case
2018-06-24,4.26,2018-10-07,4.85,2018-06-17,Buy,15 Weeks,13.85%,Rise by 17.25%,76.65%,Normal Case
2018-09-09,4.865,2018-11-25,4.965,2018-09-02,Buy,11 Weeks,2.06%,Rise by 3.19%,78.71%,Normal Case
2018-09-30,4.86,2018-12-02,4.79,2015-12-06,Buy,9 Weeks,-1.44%,Rise by 3.29%,77.27%,Tangent Case
2018-10-07,4.85,2019-03-03,5.31,2018-09-30,Buy,21 Weeks,9.48%,Rise by 28.97%,86.75%,Normal Case
2018-10-28,4.67,2019-03-03,5.31,2018-10-14,Buy,18 Weeks,13.7%,Rise by 33.94%,100.46%,Normal Case
2018-11-11,5.01,2019-03-03,5.31,2018-10-21,Buy,16 Weeks,5.99%,Rise by 24.85%,106.44%,Normal Case
2018-11-18,5.02,2019-03-03,5.31,2018-11-11,Buy,15 Weeks,5.78%,Rise by 24.6%,112.22%,Normal Case
2018-12-30,4.72,2019-03-03,5.31,2018-12-23,Buy,9 Weeks,12.5%,Rise by 32.52%,124.72%,Normal Case
2019-01-06,4.8,2019-05-12,6.25,2018-12-16,Buy,18 Weeks,30.21%,Rise by 30.31%,154.93%,Normal Case
2019-01-13,4.8,2019-05-12,6.25,2018-11-04,Buy,17 Weeks,30.21%,Rise by 30.31%,185.14%,Local Extrema Case
2019-03-10,5.49,2019-05-12,6.25,2019-03-03,Buy,9 Weeks,13.84%,Rise by 13.93%,198.98%,Normal Case
2019-05-12,6.25,2019-11-03,5.29,2019-05-05,Buy,25 Weeks,-15.36%,Rise by -12.96%,183.62%,Normal Case
2019-05-19,6.21,2019-11-03,5.29,2019-05-12,Buy,24 Weeks,-14.81%,Rise by -12.4%,168.81%,Normal Case
2019-06-09,5.8,2019-11-03,5.29,2019-06-02,Buy,21 Weeks,-8.79%,Rise by -11.38%,160.01%,Normal Case
2019-09-29,5.095,2020-01-12,6.34,2019-09-22,Buy,15 Weeks,24.44%,Rise by 29.05%,184.45%,Normal Case
2019-12-08,6.045,2020-02-09,6.33,2019-12-01,Buy,9 Weeks,4.71%,Rise by 8.77%,189.16%,Normal Case
2020-02-02,6.53,2020-06-21,7.51,2020-01-19,Buy,20 Weeks,15.01%,Rise by 21.75%,204.17%,Normal Case
2020-03-01,6.68,2020-06-21,7.51,2019-11-10,Buy,16 Weeks,12.43%,Rise by 19.01%,216.6%,Local Extrema Case
2020-03-01,6.68,2020-06-21,7.51,2020-02-23,Buy,16 Weeks,12.43%,Rise by 19.01%,229.02%,Normal Case
2020-04-05,6.95,2020-06-21,7.51,2020-03-15,Buy,11 Weeks,8.06%,Rise by 14.39%,237.08%,Normal Case
2020-05-10,7.17,2020-10-04,8.6,2020-05-03,Buy,21 Weeks,19.94%,Rise by 26.78%,257.02%,Normal Case
2020-05-17,7.215,2020-10-04,8.6,2020-05-10,Buy,20 Weeks,19.2%,Rise by 25.99%,276.22%,Normal Case
2020-06-21,7.51,2020-10-04,8.6,2020-06-14,Buy,15 Weeks,14.51%,Rise by 21.04%,290.73%,Normal Case
2020-06-28,7.56,2020-10-04,8.6,2020-06-07,Buy,14 Weeks,13.76%,Rise by 20.24%,304.49%,Normal Case
2020-09-06,8.3,2020-11-29,8.42,2020-08-30,Buy,12 Weeks,1.45%,Rise by 2.05%,305.94%,Normal Case
2020-09-13,8.95,2020-11-29,8.42,2020-09-06,Buy,11 Weeks,-5.92%,Rise by -11.28%,300.01%,Normal Case
2020-09-20,9.09,2020-11-29,8.42,2020-09-13,Buy,10 Weeks,-7.37%,Rise by -10.78%,292.64%,Normal Case
2020-12-27,7.87,2021-09-05,7.2,2020-12-20,Buy,36 Weeks,-8.51%,Rise by -11.69%,284.13%,Normal Case
2021-01-31,8.43,2021-09-05,7.2,2021-01-24,Buy,31 Weeks,-14.59%,Rise by -13.4%,269.54%,Normal Case
2021-03-07,8.1,2021-09-05,7.2,2021-02-28,Buy,26 Weeks,-11.11%,Rise by -16.54%,258.43%,Normal Case
