Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Buy,2019-12-05 - 2019-12-16,7 days,2019-12-18,8.76,2020-02-28,7.87,52 days,-10.2%,Rise by -10.16%,-10.2%,
Buy,2020-01-30 - 2020-02-04,3 days,2020-02-07,8.75,2020-02-28,7.87,15 days,-10.1%,Rise by -10.06%,-20.2%,
Buy,2020-03-02 - 2020-03-10,6 days,2020-03-18,4.98,2020-03-25,5.45,5 days,9.4%,Rise by 22.69%,-10.8%,
Buy,2020-03-18 - 2020-03-23,3 days,2020-04-02,5.125,2020-04-07,5.385,3 days,5.1%,Rise by 40.68%,-5.7%,
Sell,2020-05-27 - 2020-05-28,1 days,2020-06-10,6.91,2020-06-15,6.43,3 days,6.9%,Fall by 9.84%,1.2%,
Buy,2020-06-26 - 2020-06-29,1 days,2020-07-15,6.09,2020-07-21,6.44,4 days,5.7%,Rise by 24.79%,7.0%,
Sell,2020-07-02 - 2020-07-03,1 days,2020-07-08,6.34,2020-07-15,6.09,5 days,3.9%,Fall by 2.84%,10.9%,
Buy,2020-08-10 - 2020-08-12,2 days,2020-08-27,6.51,2020-09-03,7.0,5 days,7.5%,Rise by 16.74%,18.5%,
Sell,2020-08-24 - 2020-08-25,1 days,2020-09-14,7.05,2020-09-24,7.04,8 days,0.1%,Fall by 1.42%,18.6%,
Sell,2020-10-01 - 2020-10-05,2 days,2020-10-12,7.45,2020-10-15,7.445,3 days,0.1%,Fall by 6.71%,18.7%,
Sell,2020-12-09 - 2020-12-11,2 days,2020-12-16,7.9,2020-12-22,7.76,4 days,1.8%,Fall by 10.13%,20.4%,
Sell,2021-03-01 - 2021-03-02,1 days,2021-03-05,7.14,2021-03-09,7.01,2 days,1.8%,Fall by -3.08%,22.3%,
Sell,2021-03-02 - 2021-03-18,12 days,2021-03-23,7.56,2021-03-25,7.52,2 days,0.5%,Fall by 2.65%,22.8%,
Sell,2021-06-04 - 2021-06-09,3 days,2021-06-14,7.43,2021-06-23,7.3,7 days,1.7%,Fall by 2.83%,24.5%,
Sell,2021-09-15 - 2021-09-24,7 days,2021-10-08,7.9,2021-10-14,7.77,4 days,1.6%,Fall by 5.44%,26.2%,
Sell,2021-11-12 - 2021-11-16,2 days,2021-11-19,7.93,2021-11-23,7.9,2 days,0.4%,Fall by 5.8%,26.6%,
Buy,2021-11-23 - 2021-11-29,4 days,2021-12-02,7.87,2022-02-21,7.07,57 days,-10.2%,Rise by 0.13%,16.4%,
Buy,2022-01-21 - 2022-01-28,5 days,2022-02-09,7.53,2022-03-18,7.93,27 days,5.3%,Rise by -2.39%,21.7%,
Buy,2022-02-22 - 2022-02-24,2 days,2022-03-01,7.35,2022-03-18,7.93,13 days,7.9%,Rise by 7.89%,29.6%,
Sell,2022-04-22 - 2022-04-29,5 days,2022-05-04,7.8,2022-05-13,7.3,7 days,6.4%,Fall by 8.85%,36.0%,
Sell,2022-06-02 - 2022-06-08,4 days,2022-06-13,7.48,2022-06-15,7.37,2 days,1.5%,Fall by 4.68%,37.5%,
Sell,2022-08-04 - 2022-08-16,8 days,2022-08-24,7.52,2022-08-25,7.515,1 days,0.1%,Fall by 5.78%,37.5%,
Sell,2022-12-02 - 2022-12-14,8 days,2022-12-19,8.03,2022-12-21,7.94,2 days,1.1%,Fall by -6.35%,38.7%,
Sell,2023-01-23 - 2023-01-24,1 days,2023-02-07,8.47,2023-02-16,8.75,7 days,-3.3%,Fall by -0.83%,35.4%,
Sell,2023-02-02 - 2023-02-16,10 days,2023-02-27,8.71,2023-03-03,8.65,4 days,0.7%,Fall by 1.84%,36.1%,
