Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,1970-07-31,78.0500,1970-09-30,84.3000,43 days,8.01%,8.0077%,Rise by 33.18%,8.0077%
Buy,1974-02-28,96.2200,1974-08-31,72.1500,131 days,-25.02%,-25.0156%,Rise by -17.57%,-17.0079%
Buy,1974-10-31,73.9000,1975-03-31,83.3600,107 days,12.80%,12.8011%,Rise by 28.81%,-4.2068%
Buy,2002-10-31,885.7600,2003-06-30,974.5000,172 days,10.02%,10.0185%,Rise by 29.26%,5.8117%
Buy,2009-01-31,825.8800,2009-05-31,919.1400,84 days,11.29%,11.2922%,Rise by 35.02%,17.1039%
