Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-01-25,4356.4502,2022-01-28,4431.8501,3 days,1.73%,1.7308%,Rise by 6.32%,1.7308%,
Buy,2022-02-24,4288.7002,2022-03-17,4411.6699,15 days,2.87%,2.8673%,Rise by 8.0%,4.5981%,
Buy,2022-05-13,4023.8899,2022-06-02,4176.8198,14 days,3.80%,3.8005%,Rise by 3.8%,8.3986%,
Buy,2022-06-15,3789.9900,2022-06-24,3911.7400,7 days,3.21%,3.2124%,Rise by 13.59%,11.6110%,
Buy,2022-09-27,3647.2900,2022-10-04,3790.9299,5 days,3.94%,3.9383%,Rise by 6.96%,15.5493%,
Buy,2023-08-21,4399.7700,2023-08-29,4497.6299,6 days,2.22%,2.2242%,Rise by -0.52%,17.7735%,
Buy,2023-09-25,4337.4399,2023-10-26,4137.2300,23 days,-4.62%,-4.6159%,Rise by 0.91%,13.1576%,
Buy,2024-04-18,5011.1201,2024-04-26,5099.9600,6 days,1.77%,1.7729%,Rise by 6.19%,14.9305%,
Buy,2025-03-05,5842.6299,2025-03-13,5521.5200,6 days,-5.50%,-5.4960%,Rise by -1.13%,9.4345%,
