Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2020-01-22 - 2020-02-06,11 days,2020-02-19,37.51,2020-02-20,37.46,1 days,0.1%,Fall by 10.4%,0.1%,
Buy,2020-02-26 - 2020-02-27,1 days,2020-03-11,31.94,2020-03-16,27.93,3 days,-12.6%,Rise by 9.11%,-12.4%,
Buy,2020-03-11 - 2020-03-23,8 days,2020-03-25,28.69,2020-04-06,31.12,8 days,8.5%,Rise by 21.47%,-4.0%,
Sell,2020-04-13 - 2020-04-14,1 days,2020-04-21,31.1,2020-04-22,31.08,1 days,0.1%,Fall by -2.64%,-3.9%,
Sell,2020-06-03 - 2020-06-08,3 days,2020-06-11,33.62,2020-06-12,34.5,1 days,-2.6%,Fall by -30.64%,-6.5%,
Sell,2020-06-08 - 2020-06-19,9 days,2020-06-25,34.69,2020-07-02,34.25,5 days,1.3%,Fall by -26.61%,-5.2%,
Sell,2020-07-17 - 2020-07-21,2 days,2020-07-30,40.54,2020-08-04,40.43,3 days,0.3%,Fall by -8.34%,-5.0%,
Sell,2020-08-11 - 2020-08-12,1 days,2020-08-26,46.45,2020-08-28,46.13,2 days,0.7%,Fall by 5.45%,-4.3%,
Buy,2020-10-28 - 2020-10-30,2 days,2020-11-13,43.66,2020-12-15,45.89,22 days,5.1%,Rise by 7.92%,0.8%,
Sell,2020-12-21 - 2020-12-22,1 days,2020-12-29,46.35,2021-01-07,47.99,7 days,-3.5%,Fall by 0.84%,-2.7%,
Sell,2021-03-08 - 2021-03-10,2 days,2021-03-15,49.19,2021-03-19,49.18,4 days,0.0%,Fall by 6.51%,-2.7%,
Sell,2021-04-01 - 2021-04-05,2 days,2021-04-08,50.73,2021-04-15,52.8,5 days,-4.1%,Fall by 9.34%,-6.8%,
Buy,2021-05-27 - 2021-06-17,15 days,2021-06-21,44.13,2021-12-15,39.38,127 days,-10.8%,Rise by 3.76%,-17.5%,
Sell,2021-09-21 - 2021-09-23,2 days,2021-09-29,43.54,2021-10-06,40.37,5 days,7.3%,Fall by 8.08%,-10.2%,
Buy,2021-11-26 - 2021-12-20,16 days,2021-12-22,39.58,2022-04-27,35.13,90 days,-11.2%,Rise by 4.09%,-21.5%,
Sell,2022-01-06 - 2022-01-07,1 days,2022-01-17,40.89,2022-01-18,40.63,1 days,0.6%,Fall by 7.58%,-20.9%,
Sell,2022-06-01 - 2022-06-02,1 days,2022-06-10,34.89,2022-06-15,33.37,3 days,4.4%,Fall by -12.93%,-16.5%,
Sell,2022-07-21 - 2022-07-25,2 days,2022-08-04,37.82,2022-08-08,37.74,2 days,0.2%,Fall by -4.18%,-16.3%,
Sell,2022-08-02 - 2022-08-11,7 days,2022-08-22,40.27,2022-08-25,41.31,3 days,-2.6%,Fall by 6.01%,-18.9%,
Sell,2022-09-14 - 2022-09-15,1 days,2022-09-21,40.55,2022-09-26,38.35,3 days,5.4%,Fall by 1.38%,-13.4%,
Sell,2022-10-17 - 2022-10-18,1 days,2022-10-26,40.99,2022-11-08,42.55,9 days,-3.8%,Fall by -16.0%,-17.3%,
Sell,2022-11-24 - 2022-12-02,6 days,2022-12-12,48.95,2022-12-13,50.39,1 days,-2.9%,Fall by 3.88%,-20.2%,
Buy,2022-12-28 - 2023-01-16,13 days,2023-01-26,48.0,2023-03-09,54.59,30 days,13.7%,Rise by 15.15%,-6.5%,
Buy,2023-02-23 - 2023-02-24,1 days,2023-03-17,51.27,2023-05-03,54.45,33 days,6.2%,Rise by 20.01%,-0.3%,
Sell,2023-03-02 - 2023-03-03,1 days,2023-03-13,53.48,2023-03-17,51.27,4 days,4.1%,Fall by 1.83%,3.9%,
Sell,2023-04-13 - 2023-04-24,7 days,2023-04-27,52.5,2023-05-03,54.45,4 days,-3.7%,Fall by -21.54%,0.2%,
Sell,2023-05-19 - 2023-05-23,2 days,2023-06-01,60.09,2023-06-06,63.17,3 days,-5.1%,Fall by -6.19%,-5.0%,
Sell,2023-06-12 - 2023-06-14,2 days,2023-06-19,65.12,2023-06-27,63.88,6 days,1.9%,Fall by 2.01%,-3.1%,
Buy,2023-08-16 - 2023-08-18,2 days,2023-09-11,62.44,2023-09-14,66.5,3 days,6.5%,Rise by 35.54%,3.4%,
Buy,2023-09-11 - 2023-09-12,1 days,2023-09-20,65.44,2023-10-16,72.22,18 days,10.4%,Rise by 29.32%,13.8%,
Sell,2023-11-02 - 2023-11-07,3 days,2023-11-16,84.03,2023-11-21,81.09,3 days,3.5%,Fall by 11.81%,17.3%,
Buy,2023-12-01 - 2023-12-15,10 days,2023-12-19,76.52,2024-01-19,85.23,23 days,11.4%,Rise by 11.38%,28.7%,
Sell,2024-01-10 - 2024-01-12,2 days,2024-01-23,82.53,2024-01-25,80.74,2 days,2.2%,Fall by 7.57%,30.8%,
Sell,2024-02-15 - 2024-02-28,9 days,2024-03-04,72.24,2024-03-06,75.48,2 days,-4.5%,Fall by -0.35%,26.4%,
Sell,2024-03-26 - 2024-04-05,8 days,2024-04-12,79.6,2024-04-26,81.78,10 days,-2.7%,Fall by 8.93%,23.6%,
Sell,2024-05-22 - 2024-05-27,3 days,2024-05-30,81.47,2024-06-04,84.7,3 days,-4.0%,Fall by -5.72%,19.7%,
Sell,2024-07-19 - 2024-07-24,3 days,2024-07-31,92.89,2024-08-08,87.0,6 days,6.3%,Fall by 4.8%,26.0%,
Sell,2024-09-04 - 2024-09-05,1 days,2024-09-11,93.0,2024-09-19,92.0,6 days,1.1%,Fall by 6.09%,27.1%,
Buy,2024-10-23 - 2024-10-31,6 days,2024-11-04,87.25,2024-11-06,75.37,2 days,-13.6%,Rise by -20.84%,13.5%,
Sell,2024-12-06 - 2025-01-06,21 days,2025-01-09,68.92,2025-01-16,70.67,5 days,-2.5%,Fall by 0.71%,10.9%,
Buy,2025-01-14 - 2025-02-03,14 days,2025-02-11,70.77,2025-04-08,63.07,40 days,-10.9%,Rise by -3.01%,0.0%,
Sell,2025-05-12 - 2025-05-13,1 days,2025-05-22,75.19,2025-05-30,77.59,6 days,-3.2%,Fall by 0.15%,-3.2%,
Sell,2025-05-20 - 2025-05-27,5 days,2025-06-03,76.16,2025-06-09,78.82,4 days,-3.5%,Fall by 2.18%,-6.6%,
Sell,2025-05-30 - 2025-06-09,6 days,2025-06-16,75.72,2025-06-19,75.24,3 days,0.6%,Fall by 1.61%,-6.0%,
Sell,2025-07-08 - 2025-07-09,1 days,2025-07-16,79.32,2025-08-06,78.49,15 days,1.0%,Fall by 6.08%,-5.0%,
Buy,2025-08-01 - 2025-08-07,4 days,2025-08-11,76.28,2025-09-05,80.18,19 days,5.1%,Rise by 5.93%,0.1%,
Sell,2025-09-08 - 2025-09-11,3 days,2025-09-18,79.31,2025-09-22,77.54,2 days,2.2%,Fall by -0.38%,2.4%,
