Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-11-22,58.43,2016-05-08,60.9,2015-11-15,Buy,24 Weeks,4.23%,Rise by -10.43%,4.23%,Absolute Extrema Case
2015-11-29,58.565,2016-05-08,60.9,2015-11-08,Buy,23 Weeks,3.99%,Rise by -13.0%,8.21%,Normal Case
2016-02-07,54.155,2016-05-08,60.9,2016-01-31,Buy,13 Weeks,12.45%,Rise by 13.51%,20.67%,Normal Case
2016-02-14,54.465,2016-05-08,60.9,2016-01-24,Buy,12 Weeks,11.81%,Rise by 12.86%,32.48%,Absolute Extrema Case
2016-02-21,54.96,2016-05-08,60.9,2016-02-07,Buy,11 Weeks,10.81%,Rise by 11.84%,43.29%,Normal Case
2016-03-13,58.55,2016-07-24,63.29,2015-12-20,Buy,19 Weeks,8.1%,Rise by 4.99%,51.39%,Local Extrema Case
2016-05-01,61.075,2016-07-24,63.29,2016-04-24,Buy,12 Weeks,3.63%,Rise by 5.98%,55.01%,Normal Case
2016-05-08,60.9,2016-07-24,63.29,2016-04-17,Buy,11 Weeks,3.92%,Rise by 6.29%,58.94%,Normal Case
2016-05-15,60.285,2016-07-24,63.29,2016-05-01,Buy,10 Weeks,4.98%,Rise by 7.37%,63.92%,Normal Case
2016-05-22,60.12,2016-07-24,63.29,2016-05-08,Buy,9 Weeks,5.27%,Rise by 7.44%,69.2%,Normal Case
2016-06-26,59.835,2016-09-18,61.6,2016-06-19,Buy,12 Weeks,2.95%,Rise by 7.96%,72.15%,Normal Case
2016-08-07,63.025,2016-10-23,56.675,2016-07-31,Buy,11 Weeks,-10.08%,Rise by -10.08%,62.07%,Normal Case
2016-08-21,63.775,2016-10-23,56.675,2016-08-14,Buy,9 Weeks,-11.13%,Rise by -11.13%,50.94%,Normal Case
2016-09-25,63.965,2017-06-25,70.11,2016-09-04,Buy,39 Weeks,9.61%,Rise by -15.39%,60.54%,Normal Case
2016-10-30,57.045,2017-06-25,70.11,2016-10-23,Buy,34 Weeks,22.9%,Rise by 28.04%,83.45%,Normal Case
2016-11-06,56.23,2017-06-25,70.11,2016-10-30,Buy,33 Weeks,24.68%,Rise by 29.9%,108.13%,Normal Case
2017-01-01,56.335,2017-06-25,70.11,2016-12-18,Buy,25 Weeks,24.45%,Rise by 29.65%,132.58%,Normal Case
2017-01-08,56.275,2017-06-25,70.11,2016-12-25,Buy,24 Weeks,24.58%,Rise by 29.79%,157.17%,Normal Case
2017-01-29,61.81,2017-06-25,70.11,2017-01-22,Buy,21 Weeks,13.43%,Rise by 18.17%,170.6%,Normal Case
2017-03-26,65.58,2017-06-25,70.11,2017-03-19,Buy,13 Weeks,6.91%,Rise by 11.38%,177.5%,Normal Case
2017-04-02,66.32,2017-06-25,70.11,2017-03-26,Buy,12 Weeks,5.71%,Rise by 10.13%,183.22%,Normal Case
2017-04-16,67.24,2017-06-25,70.11,2017-04-09,Buy,10 Weeks,4.27%,Rise by 8.63%,187.49%,Normal Case
2017-05-21,70.94,2017-11-12,65.0,2017-05-14,Buy,25 Weeks,-8.37%,Rise by -11.32%,179.11%,Normal Case
2017-08-13,62.91,2017-11-12,65.0,2017-08-06,Buy,13 Weeks,3.32%,Rise by 6.15%,182.44%,Normal Case
2017-08-20,60.8,2017-11-12,65.0,2017-07-30,Buy,12 Weeks,6.91%,Rise by 9.84%,189.34%,Normal Case
2017-10-01,62.45,2017-12-24,66.6,2017-09-24,Buy,12 Weeks,6.65%,Rise by 6.93%,195.99%,Normal Case
2017-12-31,66.99,2018-08-19,53.69,2017-12-24,Buy,33 Weeks,-19.85%,Rise by -12.42%,176.14%,Normal Case
2018-04-08,60.27,2018-08-19,53.69,2018-04-01,Buy,19 Weeks,-10.92%,Rise by -15.12%,165.22%,Normal Case
2018-04-29,55.22,2018-08-19,53.69,2018-04-22,Buy,16 Weeks,-2.77%,Rise by -10.65%,162.45%,Normal Case
2018-05-06,52.63,2018-08-19,53.69,2018-04-29,Buy,15 Weeks,2.01%,Rise by 3.65%,164.46%,Normal Case
2018-07-01,50.45,2019-04-07,40.75,2018-06-24,Buy,40 Weeks,-19.23%,Rise by -11.16%,145.23%,Normal Case
2018-10-28,45.82,2019-04-07,40.75,2018-10-21,Buy,23 Weeks,-11.07%,Rise by -27.8%,134.17%,Normal Case
2018-12-02,34.87,2019-04-07,40.75,2018-11-18,Buy,18 Weeks,16.86%,Rise by 19.64%,151.03%,Normal Case
2019-03-10,39.99,2019-08-04,37.7,2019-03-03,Buy,21 Weeks,-5.73%,Rise by -13.3%,145.31%,Normal Case
2019-05-19,37.59,2019-08-04,37.7,2019-05-12,Buy,11 Weeks,0.29%,Rise by 2.21%,145.6%,Normal Case
2019-06-09,38.31,2020-02-02,44.05,2019-06-02,Buy,34 Weeks,14.98%,Rise by -10.31%,160.58%,Normal Case
2019-08-11,37.03,2020-02-02,44.05,2019-08-04,Buy,25 Weeks,18.96%,Rise by 22.12%,179.54%,Normal Case
2019-12-08,39.33,2020-05-17,37.34,2019-12-01,Buy,23 Weeks,-5.06%,Rise by -24.03%,174.48%,Normal Case
2020-01-05,43.66,2020-05-17,37.34,2019-12-29,Buy,19 Weeks,-14.48%,Rise by -18.6%,160.0%,Normal Case
2020-03-01,39.8,2020-05-17,37.34,2019-10-13,Buy,11 Weeks,-6.18%,Rise by 1.98%,153.82%,Local Extrema Case
2020-07-05,39.47,2020-10-18,34.07,2020-06-28,Buy,15 Weeks,-13.68%,Rise by -14.31%,140.14%,Normal Case
2020-09-06,34.14,2020-12-06,36.92,2020-08-23,Buy,13 Weeks,8.14%,Rise by 13.42%,148.28%,Normal Case
2020-09-20,34.59,2020-12-06,36.92,2020-09-13,Buy,11 Weeks,6.74%,Rise by 11.94%,155.02%,Normal Case
