Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2016-02-07,23.505,2016-05-01,23.435,2016-01-31,Buy,12 Weeks,-0.3%,Rise by 16.99%,-0.3%,Normal Case
2016-04-17,27.4625,2016-09-04,26.9325,2016-04-10,Buy,20 Weeks,-1.93%,Rise by -10.86%,-2.23%,Normal Case
2016-05-22,23.805,2016-09-04,26.9325,2016-05-15,Buy,15 Weeks,13.14%,Rise by 23.53%,10.91%,Normal Case
2016-06-12,24.7075,2016-09-04,26.9325,2016-06-05,Buy,12 Weeks,9.01%,Rise by 19.02%,19.92%,Normal Case
2016-10-16,29.4075,2017-04-23,35.5675,2016-10-09,Buy,27 Weeks,20.95%,Rise by 22.13%,40.86%,Normal Case
2017-01-01,28.955,2017-04-23,35.5675,2016-12-18,Buy,16 Weeks,22.84%,Rise by 24.04%,63.7%,Normal Case
2017-03-26,35.16,2017-06-04,38.8625,2017-03-19,Buy,10 Weeks,10.53%,Rise by 10.99%,74.23%,Normal Case
2017-04-02,35.915,2017-06-04,38.8625,2017-03-12,Buy,9 Weeks,8.21%,Rise by 14.19%,82.44%,Normal Case
2017-04-16,35.2625,2017-09-17,39.97,2015-11-15,Buy,22 Weeks,13.35%,Rise by 16.31%,95.79%,Tangent Case
2017-05-21,38.265,2017-09-17,39.97,2017-05-14,Buy,17 Weeks,4.46%,Rise by 7.18%,100.24%,Normal Case
2017-06-18,35.5675,2017-09-17,39.97,2015-11-22,Buy,13 Weeks,12.38%,Rise by 15.31%,112.62%,Tangent Case
2017-07-02,36.005,2017-09-17,39.97,2017-06-18,Buy,11 Weeks,11.01%,Rise by 13.91%,123.63%,Normal Case
2017-07-09,36.045,2017-09-17,39.97,2017-07-02,Buy,10 Weeks,10.89%,Rise by 13.78%,134.52%,Normal Case
2017-08-13,39.37,2017-11-26,43.7425,2017-08-06,Buy,15 Weeks,11.11%,Rise by 13.32%,145.63%,Normal Case
2017-08-20,39.375,2017-11-26,43.7425,2017-08-13,Buy,14 Weeks,11.09%,Rise by 13.31%,156.72%,Normal Case
2017-10-29,40.7625,2018-01-07,43.75,2017-10-22,Buy,10 Weeks,7.33%,Rise by 9.45%,164.05%,Normal Case
2018-02-25,43.875,2018-05-27,47.145,2018-02-04,Buy,13 Weeks,7.45%,Rise by 9.23%,171.5%,Normal Case
2018-03-04,44.0525,2018-05-27,47.145,2018-02-25,Buy,12 Weeks,7.02%,Rise by 8.79%,178.52%,Normal Case
2018-03-25,41.235,2018-05-27,47.145,2015-12-06,Buy,9 Weeks,14.33%,Rise by 16.22%,192.85%,Tangent Case
2018-04-01,41.945,2018-06-24,46.23,2018-03-25,Buy,12 Weeks,10.22%,Rise by 14.26%,203.07%,Normal Case
2018-05-27,47.145,2018-09-23,54.415,2018-05-20,Buy,17 Weeks,15.42%,Rise by 20.71%,218.49%,Normal Case
2018-07-29,47.745,2018-10-21,54.8275,2018-07-22,Buy,12 Weeks,14.83%,Rise by -11.78%,233.33%,Normal Case
2018-08-05,51.9975,2018-10-21,54.8275,2018-07-15,Buy,11 Weeks,5.44%,Rise by -17.16%,238.77%,Normal Case
2018-08-19,54.395,2018-10-21,54.8275,2018-08-12,Buy,9 Weeks,0.8%,Rise by -11.05%,239.56%,Normal Case
