Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2021-04-30,7.6500,2023-10-31,4.1800,652 days,-45.36%,-45.3595%,Rise by -15.95%,-45.3595%
Buy,2023-12-31,4.6000,2024-02-29,6.2000,43 days,34.78%,34.7826%,Rise by 72.39%,-10.5769%
