Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2020-01-17 - 2020-01-20,1 days,2020-01-27,8.6,2020-01-29,8.59,2 days,0.1%,Fall by 10.47%,0.1%
Buy,2020-02-19 - 2020-02-26,5 days,2020-03-03,7.25,2020-03-13,6.3,8 days,-13.1%,Rise by -21.38%,-13.0%
Buy,2020-03-16 - 2020-03-17,1 days,2020-03-27,5.7,2020-04-14,6.28,12 days,10.2%,Rise by 22.63%,-2.8%
Sell,2020-04-17 - 2020-04-20,1 days,2020-05-19,6.95,2020-05-25,6.91,4 days,0.6%,Fall by 0.72%,-2.2%
Buy,2020-07-31 - 2020-08-14,10 days,2020-08-18,7.06,2020-09-25,7.85,28 days,11.2%,Rise by 18.84%,9.0%
Sell,2020-09-01 - 2020-09-15,10 days,2020-09-18,7.4,2020-09-22,7.66,2 days,-3.5%,Fall by -11.35%,5.4%
Sell,2020-10-08 - 2020-10-09,1 days,2020-10-20,8.28,2020-10-27,8.24,5 days,0.5%,Fall by -27.42%,5.9%
Sell,2020-11-25 - 2020-11-26,1 days,2020-12-08,9.64,2020-12-14,10.0,4 days,-3.7%,Fall by -9.44%,2.2%
Sell,2021-02-11 - 2021-03-02,13 days,2021-03-09,10.75,2021-03-15,11.05,4 days,-2.8%,Fall by -2.6%,-0.6%
Sell,2021-03-17 - 2021-03-18,1 days,2021-03-24,11.01,2021-03-26,11.0,2 days,0.1%,Fall by -0.18%,-0.5%
Sell,2021-05-27 - 2021-05-28,1 days,2021-06-09,12.05,2021-06-15,12.44,4 days,-3.2%,Fall by -3.15%,-3.7%
Sell,2021-06-17 - 2021-06-25,6 days,2021-07-01,12.55,2021-07-02,12.92,1 days,-2.9%,Fall by 0.08%,-6.7%
Sell,2021-07-05 - 2021-07-06,1 days,2021-07-09,12.75,2021-07-19,12.55,6 days,1.6%,Fall by 1.65%,-5.1%
Sell,2021-08-12 - 2021-08-24,8 days,2021-09-03,12.81,2021-09-14,12.77,7 days,0.3%,Fall by 2.19%,-4.8%
Buy,2021-08-30 - 2021-09-10,9 days,2021-09-14,12.77,2022-03-14,11.43,129 days,-10.5%,Rise by 1.64%,-15.3%
Buy,2021-09-20 - 2021-10-01,9 days,2021-10-06,12.65,2022-03-15,11.3,114 days,-10.7%,Rise by 2.61%,-26.0%
Buy,2021-11-18 - 2021-11-22,2 days,2021-11-30,12.6,2022-03-15,11.3,75 days,-10.3%,Rise by 3.17%,-36.3%
Sell,2022-01-07 - 2022-01-14,5 days,2022-01-21,12.6,2022-01-26,12.1,3 days,4.0%,Fall by 6.27%,-32.3%
Buy,2022-01-27 - 2022-02-01,3 days,2022-02-15,12.0,2022-05-11,10.6,61 days,-11.7%,Rise by 3.92%,-44.0%
Sell,2022-04-01 - 2022-04-07,4 days,2022-04-12,12.49,2022-04-13,12.39,1 days,0.8%,Fall by 11.93%,-43.2%
Buy,2022-05-10 - 2022-05-13,3 days,2022-06-01,10.9,2022-06-14,9.7,9 days,-11.0%,Rise by -15.87%,-54.2%
Sell,2022-05-13 - 2022-05-25,8 days,2022-06-03,10.7,2022-06-16,9.38,9 days,12.3%,Fall by 13.08%,-41.9%
Buy,2022-06-09 - 2022-06-16,5 days,2022-06-20,9.17,2022-07-06,9.83,12 days,7.2%,Rise by 12.54%,-34.7%
Sell,2022-07-19 - 2022-07-22,3 days,2022-07-27,9.63,2022-07-29,10.32,2 days,-7.2%,Fall by 2.39%,-41.8%
