Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2021-07-28,38.13,2021-12-17,38.99,101 days,2.260000%,2.260000%,Rise by 2.620000%,2.260000%
Buy,2022-01-31,36.44,2024-10-15,26.79,705 days,-26.480000%,-26.480000%,Rise by -11.990000%,-24.230000%
Buy,2025-04-08,23.67,2025-04-08,23.67,0 days,0.00%,0.00%,Rise by 0%,-24.230000%
