Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-03-05,12.06,2020-03-12,10.36,Sell,4 days,Fall by 15.670000%,14.1
2020-05-27,10.88,2020-07-09,12.21,Buy,30 days,Rise by 22.340000%,12.3
2020-12-17,15.04,2020-12-29,15.39,Buy,7 days,Rise by 16.120000%,2.29
2020-12-23,15.22,2021-01-08,17.47,Buy,11 days,Rise by 14.820000%,14.82
2021-04-07,18.5,2021-04-27,18.1,Sell,13 days,Fall by 11.050000%,2.18
2021-05-03,17.61,2021-05-13,16.84,Sell,7 days,Fall by 10.180000%,4.33
2021-07-23,15.21,2021-08-27,16.31,Sell,24 days,Fall by -0.070000%,-7.25
2021-08-09,15.96,2021-09-01,16.34,Buy,16 days,Rise by 2.380000%,2.38
2021-10-07,17.65,2021-10-22,18.62,Buy,10 days,Rise by 6.950000%,5.48
2022-04-06,16.1,2022-05-02,14.98,Sell,17 days,Fall by 10.820000%,6.97
2022-04-20,16.6,2022-08-22,15.62,Buy,87 days,Rise by -13.550000%,-5.96
2022-05-31,15.38,2022-08-16,16.45,Buy,54 days,Rise by -10.510000%,6.94
2022-07-28,14.56,2022-08-09,15.24,Buy,7 days,Rise by 13.000000%,4.67
2022-08-03,14.8,2022-08-10,15.54,Buy,4 days,Rise by 18.630000%,4.95
2022-12-12,18.55,2022-12-19,17.34,Sell,4 days,Fall by -15.980000%,6.55
2022-12-13,18.0,2022-12-20,17.72,Sell,4 days,Fall by -19.490000%,1.61
2023-01-09,18.71,2023-01-20,19.73,Buy,8 days,Rise by 16.860000%,5.47
2023-03-10,20.07,2023-03-20,19.66,Sell,5 days,Fall by 11.060000%,2.07
2023-05-02,18.53,2023-05-05,19.14,Sell,2 days,Fall by -3.860000%,-3.26
2023-05-03,18.14,2023-05-05,19.14,Sell,1 days,Fall by -6.120000%,-5.51
2023-05-11,18.96,2023-06-02,20.12,Sell,15 days,Fall by -1.490000%,-6.1
2023-05-26,19.58,2023-06-07,20.15,Buy,7 days,Rise by 18.850000%,2.9
2023-09-18,22.66,2023-09-27,22.03,Sell,6 days,Fall by 5.470000%,2.78
2023-09-22,21.97,2023-10-17,21.61,Sell,16 days,Fall by 10.600000%,1.62
2023-10-13,21.27,2023-10-23,20.04,Sell,5 days,Fall by 7.670000%,5.81
2023-10-19,20.3,2023-10-26,20.04,Sell,4 days,Fall by 5.900000%,1.29
2023-12-07,20.2,2023-12-22,20.53,Buy,10 days,Rise by 37.430000%,1.61
2024-05-20,31.39,2024-09-19,33.11,Buy,87 days,Rise by 1.710000%,5.5
2024-05-21,31.65,2024-09-19,33.11,Buy,86 days,Rise by 0.870000%,4.62
2024-05-29,31.99,2024-09-19,33.11,Buy,80 days,Rise by -0.200000%,3.52
2024-07-05,31.0,2024-07-22,30.58,Sell,10 days,Fall by 12.360000%,1.36
2024-07-24,29.53,2024-08-07,28.19,Sell,9 days,Fall by -3.330000%,4.53
2024-09-04,31.38,2024-09-12,30.9,Sell,5 days,Fall by -38.460000%,1.53
