Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2007-10-31,27.33,2011-09-30,34.95,1021 days,27.890000%,27.890000%,Rise by -12.460000%,27.890000%
Buy,2016-02-29,36.86,2018-10-31,59.76,696 days,62.130000%,62.130000%,Rise by 53.770000%,90.010000%
Buy,2020-05-31,59.96,2022-05-31,97.08,520 days,61.910000%,61.910000%,Rise by 19.980000%,151.920000%
