Symbol,Target for which Price has achieved over 90 percent of gain %,Current Trading Date/Price[$],Entry Signal Date/Price[$],Number of Trades/Historic Win Rate [%],Next Two Target % from Latest Trading Price,"% Gain, Holding Period (days)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),Remaining Potential Exit Prices [$],Interval,Function,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),SignalType
QQQ,563.3658 (F-Stack 2),2025-10-21 (Price: 611.38),2022-11-02 (Price: 265.68),10/80.0%,No Next Target,"130.12%, 774 days",13.92%/7.25%/11.47%,No Next Target,Daily,SIGMASHELL,81.94%/144/78 days (Across ALL Assets),76.23%/324/84 days (Across ALL Assets),target_achieved
