Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Buy,2020-01-08 - 2020-01-23,11 days,2020-01-28,141.25,2020-02-25,124.08,20 days,-12.2%,Rise by -12.16%,-12.2%
Buy,2020-03-11 - 2020-03-12,1 days,2020-03-19,66.8,2020-03-20,74.58,1 days,11.6%,Rise by 43.7%,-0.5%
Sell,2020-04-20 - 2020-04-23,3 days,2020-05-01,84.75,2020-05-05,83.66,2 days,1.3%,Fall by 4.5%,0.8%
Sell,2020-06-04 - 2020-06-05,1 days,2020-06-10,102.62,2020-06-16,93.99,4 days,8.4%,Fall by 21.13%,9.2%
Buy,2020-06-26 - 2020-06-29,1 days,2020-07-13,87.5,2020-07-15,94.03,2 days,7.5%,Rise by 11.01%,16.6%
Sell,2020-08-10 - 2020-08-11,1 days,2020-08-14,96.01,2020-08-19,94.0,3 days,2.1%,Fall by 4.85%,18.7%
Buy,2020-09-23 - 2020-09-28,3 days,2020-10-01,94.35,2020-10-08,100.31,5 days,6.3%,Rise by 7.85%,25.1%
Sell,2020-10-12 - 2020-10-23,9 days,2020-10-28,89.97,2020-10-29,93.33,1 days,-3.7%,Fall by -38.68%,21.3%
Buy,2020-12-22 - 2021-01-13,16 days,2021-01-26,120.44,2021-02-22,142.56,19 days,18.4%,Rise by 30.77%,39.7%
Buy,2021-01-26 - 2021-01-29,3 days,2021-02-02,122.1,2021-02-05,129.48,3 days,6.0%,Rise by 28.99%,45.7%
Sell,2021-02-24 - 2021-02-25,1 days,2021-03-02,148.95,2021-03-03,146.31,1 days,1.8%,Fall by 4.38%,47.5%
Sell,2021-07-28 - 2021-07-29,1 days,2021-08-04,137.97,2021-08-05,141.72,1 days,-2.7%,Fall by -11.09%,44.8%
Sell,2021-09-15 - 2021-09-16,1 days,2021-09-29,151.91,2021-10-01,155.97,2 days,-2.7%,Fall by -0.9%,42.1%
Sell,2021-09-27 - 2021-10-04,5 days,2021-10-19,155.02,2021-10-22,154.75,3 days,0.2%,Fall by 8.08%,42.3%
Sell,2021-11-03 - 2021-11-05,2 days,2021-11-10,160.99,2021-11-18,155.73,6 days,3.3%,Fall by 11.49%,45.6%
Buy,2021-11-19 - 2021-11-26,5 days,2021-12-02,151.12,2021-12-10,160.81,6 days,6.4%,Rise by 11.18%,52.0%
Sell,2021-12-27 - 2021-12-30,3 days,2022-01-06,165.22,2022-01-12,164.86,4 days,0.2%,Fall by 6.97%,52.2%
Buy,2022-01-20 - 2022-01-25,3 days,2022-01-28,159.38,2022-02-08,171.55,7 days,7.6%,Rise by 14.98%,59.8%
Sell,2022-02-10 - 2022-02-11,1 days,2022-02-18,174.92,2022-02-25,174.37,5 days,0.3%,Fall by 7.13%,60.1%
Buy,2022-02-25 - 2022-03-16,13 days,2022-03-21,169.95,2022-05-24,152.64,46 days,-10.2%,Rise by 11.97%,50.0%
Sell,2022-03-29 - 2022-03-31,2 days,2022-04-07,164.66,2022-04-08,163.86,1 days,0.5%,Fall by 7.3%,50.4%
Sell,2022-04-19 - 2022-04-21,2 days,2022-05-02,178.14,2022-05-05,177.66,3 days,0.3%,Fall by 13.54%,50.7%
Buy,2022-05-10 - 2022-05-12,2 days,2022-05-17,164.86,2022-06-02,174.42,12 days,5.8%,Rise by 7.73%,56.5%
Buy,2022-05-20 - 2022-05-24,2 days,2022-05-26,170.17,2022-06-13,152.1,12 days,-10.6%,Rise by -10.55%,45.9%
Sell,2022-08-01 - 2022-08-02,1 days,2022-08-05,157.01,2022-08-10,161.24,3 days,-2.7%,Fall by 2.96%,43.2%
Sell,2022-09-12 - 2022-09-15,3 days,2022-09-22,140.11,2022-09-26,136.22,2 days,2.8%,Fall by -4.55%,46.0%
Sell,2022-10-25 - 2022-10-26,1 days,2022-11-03,146.48,2022-11-08,150.5,3 days,-2.7%,Fall by 0.6%,43.2%
Sell,2022-11-01 - 2022-11-11,8 days,2022-11-16,161.6,2022-11-23,161.48,5 days,0.1%,Fall by 9.9%,43.3%
Sell,2022-12-02 - 2022-12-13,7 days,2022-12-16,153.79,2022-12-23,148.58,5 days,3.4%,Fall by -1.8%,46.7%
Buy,2022-12-21 - 2022-12-22,1 days,2023-01-06,153.38,2023-01-13,161.78,5 days,5.5%,Rise by 18.18%,52.2%
Sell,2023-01-26 - 2023-01-27,1 days,2023-02-06,172.32,2023-02-14,181.27,6 days,-5.2%,Fall by 9.15%,47.0%
Sell,2023-02-02 - 2023-02-09,5 days,2023-02-16,175.79,2023-02-23,171.94,5 days,2.2%,Fall by 10.94%,49.2%
Buy,2023-03-13 - 2023-03-15,2 days,2023-03-27,156.58,2023-03-31,166.04,4 days,6.0%,Rise by 15.62%,55.2%
Sell,2023-04-18 - 2023-04-24,4 days,2023-04-27,165.39,2023-05-01,170.14,2 days,-2.9%,Fall by -1.45%,52.3%
Buy,2023-05-24 - 2023-05-25,1 days,2023-06-01,171.14,2023-06-06,180.9,3 days,5.7%,Rise by 21.84%,58.0%
Sell,2023-06-06 - 2023-06-07,1 days,2023-06-15,176.68,2023-06-16,176.36,1 days,0.2%,Fall by -12.51%,58.2%
Sell,2023-07-11 - 2023-07-12,1 days,2023-07-20,191.48,2023-07-28,199.61,6 days,-4.2%,Fall by -3.82%,54.0%
Sell,2023-08-01 - 2023-08-02,1 days,2023-08-14,206.84,2023-08-22,203.95,6 days,1.4%,Fall by 7.95%,55.4%
Buy,2023-08-28 - 2023-09-07,8 days,2023-09-11,204.16,2023-12-15,221.14,69 days,8.3%,Rise by 2.84%,63.7%
Buy,2023-09-25 - 2023-10-03,6 days,2023-10-05,194.77,2023-11-20,206.96,32 days,6.3%,Rise by 7.79%,69.9%
Sell,2023-11-20 - 2023-11-22,2 days,2023-11-28,204.66,2023-12-11,216.48,9 days,-5.8%,Fall by -14.8%,64.2%
Sell,2023-12-28 - 2024-01-02,3 days,2024-01-16,226.34,2024-01-18,232.68,2 days,-2.8%,Fall by -3.8%,61.4%
Sell,2024-01-22 - 2024-01-25,3 days,2024-02-01,243.67,2024-02-14,235.39,9 days,3.4%,Fall by -0.16%,64.8%
Sell,2024-02-09 - 2024-02-23,10 days,2024-03-05,247.88,2024-03-06,247.1,1 days,0.3%,Fall by 5.66%,65.1%
