Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Buy,2024-04-19 - 2024-05-01,8 days,2024-05-03,234.59,2024-07-16,255.11,52 days,8.7%,Rise by 4.72%,73.8%
Sell,2024-06-17 - 2024-06-18,1 days,2024-06-27,242.25,2024-06-28,241.77,1 days,0.2%,Fall by 11.8%,74.0%
Sell,2024-07-16 - 2024-07-17,1 days,2024-07-22,242.94,2024-07-23,242.31,1 days,0.3%,Fall by 11.6%,74.3%
Buy,2024-07-26 - 2024-08-05,6 days,2024-08-07,214.77,2024-08-29,231.37,16 days,7.7%,Rise by 9.28%,82.0%
Sell,2024-09-26 - 2024-09-27,1 days,2024-10-02,248.82,2024-10-07,255.16,3 days,-2.5%,Fall by -3.06%,79.5%
Sell,2024-10-08 - 2024-10-09,1 days,2024-10-15,260.58,2024-11-05,259.66,15 days,0.4%,Fall by 1.59%,79.8%
Sell,2024-11-12 - 2024-11-13,1 days,2024-11-18,281.45,2024-11-20,280.18,2 days,0.5%,Fall by 4.15%,80.3%
Sell,2024-11-13 - 2024-11-26,9 days,2024-12-03,284.93,2024-12-05,292.48,2 days,-2.6%,Fall by 5.32%,77.6%
Sell,2025-01-27 - 2025-01-30,3 days,2025-02-11,288.0,2025-02-19,287.56,6 days,0.2%,Fall by 10.69%,77.8%
Sell,2025-05-02 - 2025-05-06,2 days,2025-05-15,271.47,2025-05-27,266.1,8 days,2.0%,Fall by 6.07%,79.8%
Sell,2025-07-03 - 2025-07-08,3 days,2025-07-16,273.6,2025-07-18,272.58,2 days,0.4%,Fall by 6.67%,80.1%
Sell,2025-08-26 - 2025-09-05,8 days,2025-09-18,263.95,2025-10-06,271.94,12 days,-3.0%,Fall by 1.86%,77.1%
Buy,2025-09-10 - 2025-09-17,5 days,2025-09-19,268.52,2025-09-19,268.52,0 days,0.0%,Rise by -2.96%,77.1%
Buy,2025-09-25 - 2025-10-01,4 days,2025-10-03,267.57,2025-10-03,267.57,0 days,0.0%,Rise by -2.61%,77.1%
