Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2011-09-25,5.98,2011-10-23,6.33,Buy,19 days,Rise by 24.590000%,5.88
2011-10-09,6.22,2011-12-18,7.03,Buy,49 days,Rise by 19.750000%,13.0
2012-02-26,7.06,2012-03-25,7.67,Sell,19 days,Fall by -40.060000%,-8.64
2012-12-09,9.86,2013-03-31,10.87,Sell,79 days,Fall by -14.820000%,-10.22
2013-04-21,12.24,2013-09-01,12.39,Buy,94 days,Rise by 6.020000%,1.28
2014-02-16,13.86,2014-04-27,15.07,Sell,49 days,Fall by -5.710000%,-8.77
2014-07-27,14.91,2014-10-05,16.15,Sell,49 days,Fall by -53.960000%,-8.28
2014-11-16,17.25,2014-12-21,19.79,Buy,24 days,Rise by 39.810000%,14.69
2017-02-05,32.85,2017-04-02,36.74,Sell,39 days,Fall by -21.390000%,-11.82
2017-03-26,33.21,2017-04-02,36.74,Sell,4 days,Fall by -20.070000%,-10.61
2017-04-09,38.04,2017-05-14,40.51,Buy,24 days,Rise by 12.710000%,6.48
2018-12-16,31.99,2019-01-13,34.02,Sell,19 days,Fall by -7.190000%,-6.35
2020-06-28,44.58,2020-07-19,49.6,Sell,14 days,Fall by -2.920000%,-11.26
2020-11-01,45.88,2020-11-22,50.7,Sell,14 days,Fall by -5.060000%,-10.51
2020-11-29,52.73,2021-05-02,57.28,Buy,109 days,Rise by 9.520000%,8.63
2021-02-21,48.2,2021-03-28,52.19,Sell,24 days,Fall by -9.630000%,-8.28
2021-09-12,55.41,2021-12-19,62.07,Sell,69 days,Fall by -23.260000%,-12.02
2021-11-28,55.98,2021-12-19,62.07,Sell,14 days,Fall by -22.010000%,-10.88
2021-12-05,56.03,2021-12-19,62.07,Sell,9 days,Fall by -21.900000%,-10.78
2021-12-19,62.07,2022-02-27,65.28,Buy,49 days,Rise by 7.780000%,5.17
2022-03-06,66.66,2022-04-10,73.75,Buy,24 days,Rise by 17.450000%,10.64
2022-06-19,71.99,2022-07-17,76.2,Buy,19 days,Rise by 14.360000%,5.85
2023-02-05,79.25,2023-04-23,84.77,Sell,54 days,Fall by -7.940000%,-6.97
2024-01-21,99.21,2024-03-17,105.32,Buy,39 days,Rise by 30.030000%,6.16
2024-02-11,100.7,2024-03-17,105.32,Buy,24 days,Rise by 28.100000%,4.59
2024-02-25,105.69,2024-05-05,116.7,Buy,49 days,Rise by 22.060000%,10.42
2024-04-07,114.5,2024-06-02,129.0,Buy,39 days,Rise by 12.660000%,12.66
2024-04-28,115.62,2024-06-02,129.0,Buy,24 days,Rise by 30.600000%,11.57
2024-06-02,129.0,2024-10-13,144.03,Buy,94 days,Rise by 17.050000%,11.65
2024-06-30,124.91,2024-08-04,129.57,Buy,24 days,Rise by 20.890000%,3.73
