Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-03-08,36.02,2020-03-29,27.6,Sell,14 days,Fall by 11.270000%,23.38
2020-11-15,37.54,2020-12-13,46.87,Buy,19 days,Rise by 77.300000%,24.85
2021-05-09,50.07,2021-06-27,61.5,Sell,34 days,Fall by 8.350000%,-22.83
2021-10-24,48.32,2021-12-19,38.07,Sell,39 days,Fall by 18.230000%,21.21
2021-12-05,39.47,2022-03-27,37.51,Sell,79 days,Fall by 9.420000%,4.97
2023-01-15,14.49,2024-01-21,12.65,Buy,264 days,Rise by -30.160000%,-12.7
2023-04-23,10.44,2023-12-31,14.99,Buy,179 days,Rise by 0.100000%,43.58
2023-12-10,13.21,2024-03-17,17.23,Buy,69 days,Rise by 52.610000%,30.43
2024-06-09,15.6,2024-07-14,13.11,Sell,24 days,Fall by 21.600000%,15.96
2025-09-14,18.62,2025-10-12,19.25,Buy,19 days,Rise by 9.880000%,3.38
2025-09-21,22.58,2025-09-21,22.58,Buy,0 days,Rise by -9.390000%,0.0
