Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2008-12-31,37550.0000,2009-04-30,47290.0000,86 days,25.94%,25.9387%,Rise by 82.66%,25.9387%
Buy,2013-08-31,50008.0000,2013-10-31,54256.0000,43 days,8.49%,8.4946%,Rise by 22.56%,34.4334%
