Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-04-27,109349.0000,2022-05-10,103110.0000,9 days,-5.71%,-5.7056%,Rise by 2.78%,-5.7056%,
Buy,2022-05-11,104397.0000,2022-05-13,106924.0000,2 days,2.42%,2.4206%,Rise by 7.66%,-3.2850%,
Buy,2022-06-15,102807.0000,2022-07-14,96121.0000,21 days,-6.50%,-6.5034%,Rise by 10.71%,-9.7885%,
Buy,2022-12-15,103738.0000,2022-12-20,106979.0000,3 days,3.12%,3.1242%,Rise by 10.08%,-6.6642%,
Buy,2023-03-03,103866.0000,2023-03-08,106540.0000,3 days,2.57%,2.5745%,Rise by 2.91%,-4.0898%,
Buy,2023-03-27,99670.0000,2023-03-29,101793.0000,2 days,2.13%,2.1300%,Rise by 7.24%,-1.9597%,
Buy,2023-08-18,115409.0000,2023-08-23,118135.0000,3 days,2.36%,2.3620%,Rise by 3.45%,0.4023%,
Buy,2024-01-22,126602.0000,2024-01-23,128263.0000,1 days,1.31%,1.3120%,Rise by 3.01%,1.7143%,
Buy,2024-04-18,124196.0000,2024-04-26,126526.0000,6 days,1.88%,1.8761%,Rise by 4.26%,3.5903%,
Buy,2024-05-31,122098.0000,2024-06-27,124308.0000,19 days,1.81%,1.8100%,Rise by 6.02%,5.4004%,
Buy,2024-12-20,122102.0000,2025-01-27,124862.0000,26 days,2.26%,2.2604%,Rise by 3.94%,7.6608%,
Buy,2025-07-21,134167.0000,2025-08-07,136528.0000,13 days,1.76%,1.7597%,Rise by 2.79%,9.4205%,
