Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days)
FRACTAL TRACK,CSCO,Long,Weekly,2023-12-03,48.47,2025-03-30,60.86,25.562203424798845,344,97.22,36,1160
FRACTAL TRACK,CSCO,Long,Weekly,2023-10-15,53.77,2025-08-03,67.11,24.809373256462703,469,97.22,36,1160
