Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2021-07-13,7.28,2021-07-13,7.28,2020-11-04-2021-06-09,4.28-7.99,Buy,0 days,0.0%,Rise by 0%,0.0%
2021-08-24,7.62,2021-08-27,7.33,2021-06-09-2021-07-20,7.15-7.85,Sell,3 days,3.81%,Fall by 3.55%,3.81%
2021-08-31,7.49,2021-08-31,7.49,2021-07-20-2021-08-17,6.99-7.98,Buy,0 days,0.0%,Rise by 0%,3.81%
2021-10-28,7.09,2021-10-28,7.09,2021-06-09-2021-10-05,7.18-7.85,Sell,0 days,-0.0%,Fall by 0%,3.81%
2021-11-17,6.97,2021-11-22,6.92,2021-07-20-2021-08-17,6.99-7.98,Sell,3 days,0.72%,Fall by 9.25%,4.52%
2021-12-21,7.15,2021-12-21,7.15,2021-06-09-2021-11-29,6.72-7.85,Sell,0 days,-0.0%,Fall by 0%,4.52%
2022-01-27,6.54,2022-02-01,6.48,2021-11-29-2022-01-06,6.62-7.44,Sell,3 days,0.92%,Fall by 3.4%,5.44%
2022-03-01,6.79,2022-03-04,6.55,2022-01-06-2022-02-15,6.45-7.3,Sell,3 days,3.53%,Fall by 5.65%,8.98%
2022-04-29,6.19,2022-04-29,6.19,2021-08-17-2022-03-29,6.26-7.75,Sell,0 days,-0.0%,Fall by 0%,8.98%
2022-06-30,5.04,2022-08-17,5.55,2022-02-22-2022-03-29,6.26-6.78,Sell,34 days,-10.12%,Fall by 10.27%,-1.14%
2022-07-28,5.1,2022-07-28,5.1,2021-10-20-2022-06-17,4.82-7.23,Sell,0 days,-0.0%,Fall by 0%,-1.14%
2022-09-09,5.59,2022-09-16,5.24,2022-06-17-2022-08-17,4.65-5.76,Buy,5 days,-6.26%,Rise by -1.15%,-7.41%
2022-11-14,5.01,2022-11-25,5.07,2022-08-17-2022-10-17,4.9-5.55,Sell,9 days,-1.2%,Fall by 7.69%,-8.6%
2023-01-23,5.05,2023-01-26,5.19,2022-08-17-2022-12-20,4.88-5.55,Sell,3 days,-2.77%,Fall by 10.02%,-11.37%
2023-02-16,5.01,2023-02-22,4.81,2022-11-07-2022-12-20,4.88-5.04,Sell,4 days,3.99%,Fall by 11.64%,-7.38%
2023-03-01,4.72,2023-03-03,4.7,2022-12-20-2023-02-09,4.68-5.52,Sell,2 days,0.42%,Fall by 9.79%,-6.96%
2023-04-24,4.56,2023-05-19,5.03,2023-02-09-2023-03-24,4.3-5.43,Sell,19 days,-10.31%,Fall by 2.19%,-17.27%
2023-06-07,5.1,2023-07-11,5.35,2022-02-22-2023-03-24,4.3-6.78,Sell,24 days,-4.9%,Fall by 10.09%,-22.17%
2023-07-26,5.56,2023-07-26,5.56,2021-06-09-2023-03-24,4.3-7.85,Sell,0 days,-0.0%,Fall by 0%,-22.17%
2023-08-22,4.96,2023-08-22,4.96,2023-03-24-2023-08-08,4.2-5.64,Buy,0 days,0.0%,Rise by 0%,-22.17%
2023-09-07,4.67,2023-09-14,4.46,2022-12-20-2023-08-08,4.68-5.64,Sell,5 days,4.5%,Fall by 3.59%,-17.67%
2023-09-11,4.64,2023-09-12,4.67,2023-03-24-2023-08-08,4.2-5.64,Sell,1 days,-0.65%,Fall by 7.92%,-18.32%
2023-10-18,4.4,2024-01-09,4.88,2023-08-08-2023-09-14,4.61-5.36,Sell,59 days,-10.91%,Fall by 13.11%,-29.23%
2023-11-22,4.52,2023-11-22,4.52,2022-11-07-2023-10-16,4.47-5.04,Sell,0 days,-0.0%,Fall by 0%,-29.23%
2024-01-03,4.79,2024-01-03,4.79,2022-02-22-2023-10-16,4.47-6.78,Sell,0 days,-0.0%,Fall by 0%,-29.23%
2024-01-10,4.83,2024-01-10,4.83,2022-12-20-2023-08-08,4.68-5.64,Buy,0 days,0.0%,Rise by 0%,-29.23%
2024-01-24,4.76,2024-01-24,4.76,2023-10-16-2024-01-10,4.19-4.9,Buy,0 days,0.0%,Rise by 0%,-29.23%
2024-02-05,4.24,2024-02-14,3.61,2023-10-16-2024-01-10,4.19-4.9,Sell,7 days,14.86%,Fall by 16.9%,-14.37%
2024-03-15,4.21,2024-03-15,4.21,2021-10-20-2024-02-15,3.7-7.23,Sell,0 days,-0.0%,Fall by 0%,-14.37%
2024-03-26,4.07,2024-04-11,3.94,2023-08-08-2024-02-15,3.7-5.36,Sell,12 days,3.19%,Fall by 11.93%,-11.17%
2024-05-02,3.72,2024-05-06,3.6,2024-03-11-2024-04-15,3.95-4.23,Sell,2 days,3.23%,Fall by 16.94%,-7.95%
2024-07-30,3.1,2024-08-15,3.46,2023-02-09-2024-06-27,2.92-5.43,Sell,12 days,-11.61%,Fall by 17.05%,-19.56%
2024-08-23,3.0,2024-08-28,2.9,2024-03-11-2024-06-27,2.92-4.23,Sell,3 days,3.33%,Fall by 7.43%,-16.23%
2024-09-04,2.77,2024-09-09,2.8,2024-06-27-2024-08-16,2.81-3.55,Sell,3 days,-1.08%,Fall by -7.14%,-17.31%
2024-09-06,2.83,2024-09-09,2.8,2024-07-23-2024-08-06,3.11-3.32,Sell,1 days,1.06%,Fall by -7.14%,-16.25%
2024-10-16,3.13,2024-10-16,3.13,2024-03-11-2024-09-17,2.7329-4.23,Sell,0 days,-0.0%,Fall by 0%,-16.25%
2024-10-25,3.11,2024-10-31,3.0,2023-02-09-2024-09-17,2.7329-5.43,Sell,4 days,3.54%,Fall by 8.0%,-12.71%
2024-11-05,3.02,2025-10-13,3.22,2024-09-17-2024-10-18,2.636-3.29,Buy,244 days,6.62%,Rise by 1.24%,-6.09%
2024-11-20,3.1,2024-12-04,2.89,2022-11-07-2024-09-17,2.7329-5.04,Sell,10 days,6.77%,Fall by 4.5%,0.68%
2024-12-23,2.8,2025-01-10,2.78,2024-08-16-2024-09-17,2.7329-3.42,Sell,14 days,0.71%,Fall by -2.52%,1.4%
2025-01-07,2.8,2025-01-09,2.83,2024-11-26-2024-12-13,2.86-3.13,Sell,2 days,-1.07%,Fall by -0.71%,0.33%
2025-01-22,2.87,2025-02-14,3.18,2024-10-18-2024-12-13,2.86-3.18,Sell,17 days,-10.8%,Fall by 0.31%,-10.48%
2025-02-05,2.86,2025-02-05,2.86,2024-10-18-2025-01-13,2.8-3.18,Sell,0 days,-0.0%,Fall by 0%,-10.48%
2025-02-26,3.28,2025-03-13,3.17,2023-08-08-2024-06-27,2.92-5.36,Sell,11 days,3.35%,Fall by 6.62%,-7.12%
2025-02-28,3.39,2025-03-06,3.32,2025-01-13-2025-02-19,2.72-3.46,Buy,4 days,-2.06%,Rise by -0.3%,-9.19%
2025-03-27,3.28,2025-04-04,3.18,2023-08-08-2024-09-17,2.7329-5.36,Sell,6 days,3.05%,Fall by 3.46%,-6.14%
2025-04-29,3.16,2025-05-05,3.23,2025-02-19-2025-03-14,3.21-3.22,Sell,4 days,-2.22%,Fall by 11.15%,-8.35%
2025-04-30,3.07,2025-05-12,3.39,2025-02-19-2025-04-08,3.1-3.22,Sell,8 days,-10.42%,Fall by 10.91%,-18.78%
2025-06-03,3.15,2025-10-10,3.29,2025-01-13-2025-05-16,2.72-3.46,Buy,93 days,4.44%,Rise by -0.91%,-14.33%
2025-06-24,2.97,2025-06-26,2.87,2025-04-08-2025-05-16,2.95-3.46,Sell,2 days,3.37%,Fall by -3.48%,-10.97%
2025-07-29,2.99,2025-07-30,3.05,2025-05-16-2025-06-26,2.88-3.33,Sell,1 days,-2.01%,Fall by 1.31%,-12.97%
2025-08-25,3.06,2025-08-25,3.06,2023-10-13-2024-09-17,2.7329-4.9,Sell,0 days,-0.0%,Fall by 0%,-12.97%
2025-10-13,3.22,2025-10-15,3.15,2025-07-22-2025-08-07,3.005-3.03,Sell,2 days,2.17%,Fall by -3.49%,-10.8%
2025-10-15,3.15,2025-10-15,3.15,2025-04-08-2025-05-16,2.95-3.46,Buy,0 days,0.0%,Rise by 0%,-10.8%
2025-10-20,3.13,2025-10-20,3.13,2025-06-26-2025-10-06,2.83-3.52,Buy,0 days,0.0%,Rise by 0%,-10.8%
