Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-01-20,75.25,2021-01-27,72.42,2020-12-07-2020-12-22,68.55-72.43,Sell,5 days,3.76%,Fall by 5.92%,3.76%,
2021-01-27,72.42,2021-05-13,84.27,2020-11-04-2021-01-12,60.23-77.23,Buy,76 days,16.36%,Rise by 0.69%,20.12%,
2021-03-25,74.07,2021-03-26,75.96,2021-01-12-2021-02-26,69.33-75.54,Sell,1 days,-2.55%,Fall by -6.87%,17.57%,
2021-06-03,87.06,2021-11-09,92.76,2021-02-26-2021-05-24,68.02-90.61,Buy,113 days,6.55%,Rise by 10.28%,24.12%,
2021-06-11,85.47,2021-06-11,85.47,2020-11-04-2021-05-24,60.23-90.61,Buy,0 days,0.0%,Rise by 0%,24.12%,
2021-08-24,83.81,2021-08-24,83.81,2021-05-24-2021-08-05,81.75-89.64,Sell,0 days,-0.0%,Fall by 0%,24.12%,
2021-09-22,83.86,2021-09-22,83.86,2021-08-05-2021-09-03,79.33-87.79,Buy,0 days,0.0%,Rise by 0%,24.12%,
2021-11-10,92.96,2021-11-30,89.06,2021-09-03-2021-10-06,83.45-86.63,Sell,14 days,4.2%,Fall by -14.04%,28.31%,
2021-11-12,94.02,2021-12-21,100.79,2021-08-05-2021-11-03,79.33-96.57,Buy,27 days,7.2%,Rise by 9.96%,35.52%,
2021-11-19,93.16,2021-12-21,100.79,2021-10-06-2021-11-03,81.78-96.57,Buy,22 days,8.19%,Rise by 9.96%,43.71%,
2021-12-03,90.87,2021-12-03,90.87,2021-02-26-2021-11-03,68.02-96.57,Buy,0 days,0.0%,Rise by 0%,43.71%,
2021-12-23,101.31,2022-01-26,104.86,2021-11-03-2021-12-01,91.06-92.2,Sell,24 days,-3.5%,Fall by 3.9%,40.2%,
