Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-08-19,24.59,2020-08-27,25.26,Sell,5 days,Fall by 5.650000%,-2.72
2020-09-04,25.29,2020-09-11,24.71,Sell,4 days,Fall by 8.260000%,2.29
2020-09-21,23.93,2020-09-28,24.05,Sell,4 days,Fall by 1.340000%,-0.5
2020-11-10,27.15,2020-11-27,28.47,Buy,12 days,Rise by 6.740000%,4.86
2021-06-10,37.32,2021-06-23,36.04,Sell,8 days,Fall by 5.920000%,3.43
2021-07-14,36.5,2021-07-21,36.6,Sell,4 days,Fall by 0.000000%,-0.27
2021-07-19,35.11,2021-07-21,36.6,Sell,1 days,Fall by -3.960000%,-4.24
2021-07-27,36.46,2021-08-10,38.36,Buy,9 days,Rise by 6.610000%,5.21
2021-09-07,37.84,2021-09-23,38.02,Sell,11 days,Fall by 3.540000%,-0.48
2021-09-20,36.55,2021-09-23,38.02,Sell,2 days,Fall by -2.710000%,-4.02
2021-09-21,36.5,2021-09-23,38.02,Sell,1 days,Fall by -2.850000%,-4.16
2021-09-23,38.02,2021-10-12,38.51,Buy,12 days,Rise by 6.840000%,1.29
2021-10-18,39.52,2021-10-22,40.62,Buy,3 days,Rise by 1.700000%,2.78
2021-11-19,39.02,2021-11-23,40.19,Sell,1 days,Fall by 3.490000%,-3.0
2021-11-29,38.89,2021-12-02,38.66,Sell,2 days,Fall by 3.160000%,0.59
2021-12-01,37.54,2021-12-02,38.66,Sell,0 days,Fall by -0.320000%,-2.98
2021-12-20,37.66,2021-12-23,38.82,Sell,2 days,Fall by -1.430000%,-3.08
2022-01-04,40.57,2022-01-12,41.42,Buy,5 days,Rise by 1.160000%,2.1
2022-01-20,39.0,2022-02-01,39.6,Sell,7 days,Fall by 8.560000%,-1.54
2022-03-08,35.66,2022-03-09,36.97,Sell,0 days,Fall by 7.680000%,-3.67
2022-04-22,36.17,2022-05-02,34.52,Sell,5 days,Fall by 8.990000%,4.56
2022-09-21,32.09,2022-09-28,31.03,Sell,4 days,Fall by 5.610000%,3.3
2022-10-24,32.62,2022-10-31,33.98,Buy,4 days,Rise by 9.960000%,4.17
2022-11-07,34.25,2022-11-15,35.44,Buy,5 days,Rise by 6.010000%,3.47
2022-11-11,35.87,2023-01-31,36.56,Buy,56 days,Rise by 1.230000%,1.92
2022-12-15,33.96,2023-01-03,34.32,Sell,12 days,Fall by 8.780000%,-1.06
2022-12-21,34.06,2023-01-06,35.38,Buy,11 days,Rise by 6.050000%,3.88
2023-02-01,36.56,2023-06-23,32.74,Buy,101 days,Rise by -13.480000%,-10.45
2023-02-08,36.78,2023-06-23,32.74,Buy,96 days,Rise by -10.470000%,-10.98
2023-03-10,32.93,2023-03-16,32.01,Sell,3 days,Fall by 4.190000%,2.79
2023-06-08,33.14,2023-07-06,33.54,Buy,19 days,Rise by 7.420000%,1.21
2023-07-19,35.12,2023-07-26,35.58,Buy,4 days,Rise by -1.220000%,1.31
2023-09-15,34.83,2023-11-22,35.27,Buy,47 days,Rise by -3.190000%,1.26
2023-09-22,33.66,2023-10-05,32.76,Sell,8 days,Fall by 6.570000%,2.67
2023-11-13,33.86,2023-11-17,35.01,Buy,3 days,Rise by 10.960000%,3.4
2023-11-14,34.5,2023-11-20,35.15,Buy,3 days,Rise by 8.900000%,1.88
2023-11-20,35.15,2023-11-29,35.5,Buy,6 days,Rise by 6.880000%,1.0
2023-12-14,37.57,2024-01-25,38.51,Buy,29 days,Rise by 1.120000%,2.5
2024-03-21,41.9,2024-07-17,43.82,Buy,83 days,Rise by 1.410000%,4.58
2024-03-28,42.12,2024-07-18,43.29,Buy,79 days,Rise by 0.880000%,2.78
2024-04-10,40.89,2024-04-17,39.69,Sell,4 days,Fall by 0.170000%,2.93
2024-04-11,40.6,2024-04-19,40.38,Sell,5 days,Fall by -0.540000%,0.54
2024-05-08,41.36,2024-05-15,42.18,Buy,4 days,Rise by 5.950000%,1.98
2024-06-12,40.81,2024-07-09,41.75,Sell,18 days,Fall by -0.070000%,-2.3
2024-07-15,43.0,2024-08-20,43.87,Buy,25 days,Rise by 1.980000%,2.02
2024-07-16,43.49,2024-08-22,44.05,Buy,26 days,Rise by 0.830000%,1.29
2024-07-19,42.85,2024-07-30,43.85,Sell,6 days,Fall by 4.690000%,-2.33
2024-08-01,43.12,2024-08-07,41.55,Sell,3 days,Fall by -2.690000%,3.64
2024-08-05,40.84,2024-08-08,42.22,Sell,2 days,Fall by -8.420000%,-3.38
2024-08-28,44.91,2024-09-20,45.66,Buy,16 days,Rise by 1.740000%,1.67
2024-09-17,45.33,2024-10-15,46.9,Buy,19 days,Rise by 5.050000%,3.46
2024-10-09,45.77,2024-10-16,47.48,Buy,4 days,Rise by 12.170000%,3.74
2024-10-14,46.8,2024-10-18,47.62,Buy,3 days,Rise by 9.700000%,1.75
2024-11-22,50.73,2024-11-29,51.34,Buy,4 days,Rise by 2.880000%,1.2
2024-11-26,51.16,2025-02-19,52.19,Buy,60 days,Rise by 2.010000%,2.01
