Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2008-11-30,3.14,2014-05-31,6.43,1434 days,104.500000%,104.500000%,Rise by 138.330000%,104.500000%
Buy,2020-05-31,9.1,2022-04-30,19.87,499 days,118.350000%,118.350000%,Rise by 161.760000%,222.850000%
