Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2021-12-02,51.4800,2021-12-07,54.0400,3 days,4.97%,4.9728%,Rise by 24.2%,4.9728%,
Buy,2022-04-27,62.7600,2022-05-02,65.7400,3 days,4.75%,4.7482%,Rise by 7.06%,9.7211%,
Buy,2022-05-13,61.2900,2022-05-17,65.4800,2 days,6.84%,6.8364%,Rise by 9.63%,16.5574%,
Buy,2022-06-20,53.2400,2022-09-06,46.0800,56 days,-13.45%,-13.4485%,Rise by -10.11%,3.1089%,
Buy,2023-03-16,61.8000,2023-05-25,55.9900,50 days,-9.40%,-9.4013%,Rise by 2.73%,-6.2924%,
Buy,2024-06-18,66.2800,2024-07-11,68.7300,17 days,3.70%,3.6964%,Rise by 8.93%,-2.5960%,
Buy,2024-08-08,57.9400,2024-08-13,61.0100,3 days,5.30%,5.2986%,Rise by 8.65%,2.7026%,
Buy,2024-09-12,50.7700,2024-09-17,53.4500,3 days,5.28%,5.2787%,Rise by 20.09%,7.9813%,
Buy,2025-02-18,65.9600,2025-03-03,60.1400,9 days,-8.82%,-8.8235%,Rise by -12.02%,-0.8422%,
Buy,2025-03-06,59.6600,2025-04-01,49.1100,18 days,-17.68%,-17.6835%,Rise by -10.01%,-18.5258%,
Buy,2025-04-09,42.7300,2025-05-12,48.2800,23 days,12.99%,12.9885%,Rise by 13.95%,-5.5372%,
Buy,2025-10-20,47.5800,2025-10-23,50.3000,3 days,5.72%,5.7167%,Rise by 16.02%,0.1795%,
