Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2009-02-28,9.3500,2009-04-30,13.7400,43 days,46.95%,46.9519%,Rise by 109.63%,46.9519%
Buy,2019-09-30,47.0100,2022-01-31,57.8300,610 days,23.02%,23.0164%,Rise by -17.8%,69.9683%
