Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-04-05,89.2200,2022-04-14,85.1600,7 days,-4.55%,-4.5505%,Rise by -10.07%,-4.5505%,
Buy,2022-05-02,81.6600,2022-05-04,83.3800,2 days,2.11%,2.1063%,Rise by 5.35%,-2.4443%,
Buy,2022-05-13,81.0700,2022-05-17,82.6600,2 days,1.96%,1.9613%,Rise by 6.12%,-0.4830%,
Buy,2022-06-27,76.8900,2022-07-14,71.7100,13 days,-6.74%,-6.7369%,Rise by 6.37%,-7.2199%,
Buy,2022-09-29,66.0900,2022-11-10,69.0400,30 days,4.46%,4.4636%,Rise by 8.13%,-2.7563%,
Buy,2023-03-02,68.7700,2023-05-02,65.9300,43 days,-4.13%,-4.1297%,Rise by -1.02%,-6.8860%,
Buy,2023-10-04,59.1200,2023-10-11,60.5300,5 days,2.38%,2.3850%,Rise by 3.33%,-4.5010%,
Buy,2023-10-25,55.9700,2023-11-02,58.8800,6 days,5.20%,5.1992%,Rise by 9.15%,0.6982%,
Buy,2024-04-18,64.1400,2024-05-08,65.6400,14 days,2.34%,2.3386%,Rise by 3.23%,3.0368%,
Buy,2025-01-14,73.6100,2025-01-27,74.9100,9 days,1.77%,1.7661%,Rise by 2.02%,4.8029%,
Buy,2025-02-06,72.8900,2025-03-05,69.7000,19 days,-4.38%,-4.3765%,Rise by -4.4%,0.4265%,
Buy,2025-03-07,69.4900,2025-04-07,63.4800,21 days,-8.65%,-8.6487%,Rise by 0.27%,-8.2223%,
Buy,2025-04-09,65.6100,2025-04-25,67.6500,12 days,3.11%,3.1093%,Rise by 14.77%,-5.1130%,
