Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
1964-09-30,4.18,1966-11-30,5.12,1962-01-31-1964-03-31,3.99-4.26,Buy,565 days,22.49%,Rise by 12.11%,22.49%,
1967-03-31,4.5,1967-06-30,5.22,1962-01-31-1966-08-31,3.99-5.51,Sell,65 days,-16.0%,Fall by -3.26%,6.49%,
1967-05-31,4.81,1968-08-31,5.42,1964-11-30-1966-08-31,4.12-5.51,Buy,327 days,12.68%,Rise by 38.56%,19.17%,
1968-10-31,5.61,1976-01-31,7.8,1967-03-31-1968-05-31,4.45-6.02,Buy,1891 days,39.04%,Rise by -10.13%,58.21%,
1970-07-31,7.38,1970-11-30,6.49,1968-08-31-1970-05-31,5.34-8.22,Sell,86 days,12.06%,Fall by 9.55%,70.27%,
1970-11-30,6.49,1971-01-31,6.09,1962-01-31-1970-05-31,3.99-8.22,Sell,44 days,6.16%,Fall by 3.61%,76.43%,
1971-01-31,6.09,1971-03-31,5.53,1967-03-31-1970-05-31,4.45-8.22,Sell,42 days,9.2%,Fall by -6.15%,85.63%,
1971-03-31,5.53,1971-05-31,6.38,1964-11-30-1970-05-31,4.12-8.22,Sell,43 days,-15.37%,Fall by 7.99%,70.26%,
1971-05-31,6.38,1981-12-31,13.98,1967-03-31-1970-05-31,4.45-8.22,Buy,2763 days,119.12%,Rise by 3.29%,189.38%,
1971-12-31,5.89,1972-01-31,6.09,1970-05-31-1971-03-31,6.12-7.78,Sell,21 days,-3.4%,Fall by -9.85%,185.98%,
1972-01-31,6.09,1972-01-31,6.09,1968-08-31-1970-05-31,5.34-8.22,Buy,0 days,0.0%,Rise by 0%,185.98%,
1974-02-28,7.01,1976-01-31,7.8,1971-03-31-1973-08-31,5.38-7.58,Buy,501 days,11.27%,Rise by -10.13%,197.25%,
1975-04-30,8.31,1975-12-31,7.76,1971-03-31-1974-08-31,5.38-8.16,Buy,175 days,-6.62%,Rise by 2.58%,190.63%,
1976-03-31,7.66,1980-07-31,10.76,1975-02-28-1975-09-30,7.22-8.59,Buy,1131 days,40.47%,Rise by 31.13%,231.1%,
1976-06-30,7.86,1980-05-31,10.25,1971-03-31-1975-09-30,5.38-8.59,Buy,1022 days,30.41%,Rise by 24.1%,261.51%,
1976-10-31,7.42,1976-11-30,7.01,1971-03-31-1974-08-31,5.38-8.16,Sell,21 days,5.53%,Fall by -2.71%,267.04%,
1976-11-30,7.01,1977-02-28,7.45,1975-02-28-1975-09-30,7.22-8.59,Sell,64 days,-6.28%,Fall by -20.94%,260.76%,
1976-12-31,6.81,1977-02-28,7.45,1971-03-31-1975-09-30,5.38-8.59,Sell,41 days,-9.4%,Fall by -20.94%,251.36%,
1977-06-30,7.2,1977-11-30,7.55,1968-08-31-1975-09-30,5.34-8.59,Sell,109 days,-4.86%,Fall by -16.69%,246.5%,
1977-08-31,7.28,1977-08-31,7.28,1974-08-31-1976-12-31,6.97-7.92,Sell,0 days,-0.0%,Fall by 0%,246.5%,
1980-04-30,10.76,1980-05-31,10.25,1976-12-31-1980-02-29,6.8-13.65,Sell,22 days,4.74%,Fall by -28.1%,251.24%,
1980-05-31,10.25,1980-08-31,11.55,1971-03-31-1980-02-29,5.38-13.65,Sell,64 days,-12.68%,Fall by -13.68%,238.56%,
1980-08-31,11.55,1980-08-31,11.55,1975-02-28-1980-02-29,7.22-13.65,Buy,0 days,0.0%,Rise by 0%,238.56%,
1981-11-30,13.13,1982-07-31,13.68,1976-12-31-1981-09-30,6.8-15.84,Sell,174 days,-4.19%,Fall by 24.27%,234.37%,
1982-07-31,13.68,1982-07-31,13.68,1976-12-31-1981-09-30,6.8-15.84,Buy,0 days,0.0%,Rise by 0%,234.37%,
1982-08-31,12.81,1982-09-30,11.73,1967-03-31-1981-09-30,4.45-15.84,Sell,22 days,8.43%,Fall by 12.45%,242.8%,
1982-09-30,11.73,1982-10-31,10.71,1975-02-28-1980-02-29,7.22-13.65,Sell,21 days,8.7%,Fall by 4.11%,251.49%,
1983-07-31,11.76,1984-08-31,12.79,1976-12-31-1980-02-29,6.8-13.65,Buy,284 days,8.76%,Rise by -12.67%,260.25%,
1984-01-31,11.67,1984-05-31,13.91,1981-09-30-1983-05-31,10.81-14.78,Sell,87 days,-19.19%,Fall by 15.24%,241.06%,
1984-11-30,11.58,1985-01-31,11.17,1983-05-31-1984-05-31,10.12-13.99,Sell,44 days,3.54%,Fall by 8.24%,244.6%,
1985-03-31,11.65,1985-03-31,11.65,1983-05-31-1984-05-31,10.12-13.99,Buy,0 days,0.0%,Rise by 0%,244.6%,
1988-04-30,8.87,1988-11-30,9.06,1986-08-31-1987-10-31,6.95-10.23,Buy,152 days,2.14%,Rise by -10.6%,246.74%,
1988-12-31,9.14,1988-12-31,9.14,1988-02-29-1988-08-31,8.11-9.41,Buy,0 days,0.0%,Rise by 0%,246.74%,
1989-07-31,7.82,1989-07-31,7.82,1988-02-29-1989-03-31,8.11-9.53,Sell,0 days,-0.0%,Fall by 0%,246.74%,
1989-10-31,7.92,1990-04-30,9.04,1986-08-31-1987-10-31,6.95-10.23,Sell,129 days,-14.14%,Fall by 10.62%,232.6%,
1990-10-31,8.65,1990-11-30,8.26,1987-10-31-1989-08-31,8.29-8.8,Sell,22 days,4.51%,Fall by 2.91%,237.11%,
1991-09-30,7.47,1991-12-31,6.71,1989-08-31-1990-05-31,7.74-9.09,Sell,66 days,10.17%,Fall by 5.07%,247.28%,
1992-08-31,6.62,1992-08-31,6.62,1975-09-30-1991-12-31,7.32-8.26,Sell,0 days,-0.0%,Fall by 0%,247.28%,
1993-08-31,5.45,1993-12-31,5.783,1971-03-31-1973-08-31,5.38-7.58,Sell,88 days,-6.11%,Fall by -7.26%,241.17%,
1993-12-31,5.783,1993-12-31,5.783,1962-01-31-1968-05-31,3.99-6.02,Buy,0 days,0.0%,Rise by 0%,241.17%,
1995-02-28,7.21,1995-05-31,6.286,1993-10-31-1994-11-30,5.19-8.162,Sell,66 days,12.82%,Fall by 11.31%,253.99%,
1995-04-30,7.046,1995-04-30,7.046,1975-09-30-1993-10-31,5.47-8.26,Sell,0 days,-0.0%,Fall by 0%,253.99%,
1996-01-31,5.581,1996-02-29,6.112,1990-05-31-1993-10-31,5.47-8.6,Sell,21 days,-9.51%,Fall by 1.18%,244.47%,
1996-12-31,6.407,1997-02-28,6.535,1994-11-30-1995-12-31,5.908-7.783,Sell,43 days,-2.0%,Fall by 8.13%,242.48%,
1997-02-28,6.535,1997-02-28,6.535,1995-12-31-1996-07-31,5.339-7.096,Buy,0 days,0.0%,Rise by 0%,242.48%,
1998-01-31,5.512,1998-03-31,5.662,1995-12-31-1996-07-31,5.339-7.096,Sell,41 days,-2.72%,Fall by 11.13%,239.75%,
1998-09-30,4.41,1998-12-31,4.638,1967-03-31-1968-05-31,4.45-6.02,Sell,66 days,-5.17%,Fall by -23.52%,234.58%,
2000-03-31,6.023,2000-06-30,6.018,1998-10-31-2000-01-31,4.101-6.823,Sell,65 days,0.08%,Fall by 15.09%,234.67%,
2000-06-30,6.018,2000-06-30,6.018,1975-09-30-1998-10-31,4.839-8.26,Sell,0 days,-0.0%,Fall by 0%,234.67%,
2000-10-31,5.757,2000-11-30,5.439,1990-05-31-1998-10-31,4.839-8.6,Sell,22 days,5.52%,Fall by 11.45%,240.19%,
2000-11-30,5.439,2000-12-31,5.11,1964-11-30-1968-05-31,4.12-6.02,Sell,21 days,6.05%,Fall by 10.47%,246.24%,
2002-08-31,4.137,2002-09-30,3.607,2001-11-30-2002-04-30,4.096-5.457,Sell,20 days,12.81%,Fall by 7.13%,259.05%,
2002-09-30,3.607,2002-11-30,4.213,2000-01-31-2001-11-30,5.077-6.411,Sell,44 days,-16.8%,Fall by 20.48%,242.25%,
2003-12-31,4.257,2004-09-30,4.119,2003-06-30-2003-08-31,3.074-4.668,Buy,196 days,-3.24%,Rise by 9.15%,239.01%,
2004-01-31,4.138,2004-01-31,4.138,1966-08-31-2001-11-30,5.077-5.04,Sell,0 days,-0.0%,Fall by 0%,239.01%,
2004-07-31,4.475,2004-08-31,4.132,2003-06-30-2004-05-31,3.074-4.904,Sell,21 days,7.66%,Fall by 4.53%,246.67%,
2004-10-31,4.029,2004-10-31,4.029,2000-01-31-2003-06-30,3.597-6.411,Sell,0 days,-0.0%,Fall by 0%,246.67%,
2004-12-31,4.216,2004-12-31,4.216,2003-06-30-2004-05-31,3.074-4.904,Buy,0 days,0.0%,Rise by 0%,246.67%,
