Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days)
OSCILLATOR DELTA,^NDX,Long,Daily,2025-04-02,19581.7793,2025-04-04,17397.6992,-11.153634542291055,2,81.25,32,22
OSCILLATOR DELTA,^NDX,Long,Daily,2025-03-05,20628.4609,2025-04-03,18521.4707,-10.213996139673206,21,81.25,32,22
OSCILLATOR DELTA,^NDX,Long,Daily,2025-01-15,21237.8496,2025-04-03,18521.4707,-12.790272796733618,56,81.25,32,22
