Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2021-04-06,52.03,2021-04-16,52.8,2021-02-08-2021-03-04,45.47-48.56,Sell,8 days,-1.48%,Fall by 3.96%,-1.48%
2021-06-01,52.62,2021-06-04,54.07,2021-04-16-2021-05-04,51.23-52.26,Sell,3 days,-2.76%,Fall by 3.7%,-4.24%
2021-06-18,52.07,2021-06-22,53.26,2021-04-16-2021-05-20,52.97-52.26,Sell,2 days,-2.29%,Fall by -3.55%,-6.52%
2021-06-22,53.26,2021-08-18,55.15,2021-03-04-2021-06-11,44.15-55.35,Buy,41 days,3.55%,Rise by 7.94%,-2.97%
2021-09-23,56.69,2025-02-21,63.98,2021-03-04-2021-08-25,44.15-60.27,Buy,891 days,12.86%,Rise by -3.38%,9.89%
2021-10-06,53.94,2021-11-22,54.6,2020-11-04-2021-08-25,36.5-60.27,Sell,33 days,-1.22%,Fall by -0.04%,8.66%
2021-11-17,56.76,2021-11-18,53.63,2021-08-25-2021-10-06,54.38-59.17,Sell,1 days,5.51%,Fall by -1.85%,14.18%
2021-11-22,54.6,2025-02-19,64.84,2020-11-04-2021-06-11,36.5-55.35,Buy,847 days,18.75%,Rise by -4.66%,32.93%
2022-01-05,60.28,2022-01-20,58.08,2021-08-25-2021-11-18,53.93-59.17,Sell,11 days,3.65%,Fall by 8.44%,36.58%
2022-01-10,61.82,2025-02-21,63.98,2021-11-18-2021-12-29,51.08-64.29,Buy,814 days,3.49%,Rise by -3.38%,40.08%
2022-01-20,58.08,2022-01-25,56.11,2021-03-04-2021-12-29,44.15-64.29,Sell,3 days,3.39%,Fall by 5.22%,43.47%
2022-02-01,55.37,2025-07-15,67.18,2020-11-04-2021-12-29,36.5-64.29,Buy,900 days,21.33%,Rise by 6.86%,64.8%
2022-02-03,55.2,2022-02-08,55.34,2020-11-04-2021-12-29,36.5-64.29,Sell,3 days,-0.25%,Fall by 1.88%,64.54%
2022-03-29,55.67,2022-04-11,52.88,2021-12-29-2022-02-14,53.65-63.55,Sell,9 days,5.01%,Fall by 21.1%,69.56%
2022-04-14,51.17,2022-04-20,53.02,2021-11-18-2021-12-29,51.08-64.29,Sell,4 days,-3.62%,Fall by 21.31%,65.94%
2022-04-29,48.98,2022-05-03,49.92,2021-03-04-2021-08-25,44.15-60.27,Sell,2 days,-1.92%,Fall by 16.43%,64.02%
2022-05-19,41.72,2022-05-23,43.35,2021-03-04-2021-06-11,44.15-55.35,Sell,2 days,-3.91%,Fall by 1.01%,60.11%
2022-06-13,43.24,2022-06-13,43.24,2020-12-18-2022-05-19,43.93-44.77,Sell,0 days,-0.0%,Fall by 0%,60.11%
2022-06-14,42.91,2022-07-07,43.22,2020-11-04-2021-06-11,36.5-55.35,Sell,17 days,-0.72%,Fall by 6.04%,59.39%
2022-08-25,47.27,2022-08-25,47.27,2021-06-11-2022-07-05,41.97-54.54,Sell,0 days,-0.0%,Fall by 0%,59.39%
2022-09-08,45.37,2023-04-06,51.27,2022-07-05-2022-08-18,40.82-50.0,Buy,150 days,13.0%,Rise by -10.36%,72.4%
2022-09-23,40.66,2022-09-27,40.52,2022-07-05-2022-08-18,40.82-50.0,Sell,2 days,0.34%,Fall by 3.08%,72.74%
2022-11-09,43.91,2022-11-09,43.91,2021-04-16-2022-10-13,40.8-52.26,Sell,0 days,-0.0%,Fall by 0%,72.74%
2022-12-08,48.99,2022-12-08,48.99,2021-02-08-2022-10-13,40.8-48.56,Sell,0 days,-0.0%,Fall by 0%,72.74%
2022-12-27,47.53,2023-02-23,49.21,2022-10-13-2022-12-13,38.6-50.71,Buy,42 days,3.53%,Rise by 6.3%,76.27%
2023-04-11,50.62,2023-04-14,50.54,2022-12-13-2023-01-20,46.83-49.23,Sell,3 days,0.16%,Fall by 9.58%,76.43%
2023-04-14,50.54,2023-08-01,52.66,2022-10-13-2023-04-03,38.6-52.56,Buy,77 days,4.19%,Rise by 9.84%,80.63%
2023-04-25,47.09,2025-07-09,69.27,2023-01-20-2023-04-03,45.67-52.56,Buy,576 days,47.1%,Rise by 3.64%,127.73%
2023-06-12,50.48,2023-06-27,50.86,2023-04-03-2023-05-04,45.93-51.99,Sell,11 days,-0.75%,Fall by 0.94%,126.98%
2023-06-26,50.21,2023-06-26,50.21,2022-12-13-2023-05-04,45.93-49.23,Sell,0 days,-0.0%,Fall by 0%,126.98%
2023-09-11,56.84,2023-09-21,53.34,2023-06-16-2023-07-14,50.97-51.93,Sell,8 days,6.16%,Fall by 3.69%,133.13%
2023-09-25,53.48,2025-02-25,64.27,2023-05-04-2023-09-01,45.56-58.19,Buy,371 days,20.18%,Rise by -3.81%,153.31%
2023-10-23,52.2,2023-11-01,52.19,2023-09-01-2023-09-27,53.37-57.39,Sell,7 days,0.02%,Fall by 8.49%,153.33%
2023-11-15,53.28,2023-11-15,53.28,2023-09-01-2023-10-30,51.64-57.39,Sell,0 days,-0.0%,Fall by 0%,153.33%
2023-12-08,48.38,2023-12-08,48.38,2023-06-16-2023-11-16,48.06-51.93,Sell,0 days,-0.0%,Fall by 0%,153.33%
2024-01-09,49.91,2024-01-11,50.44,2023-10-16-2023-11-16,48.06-54.04,Sell,2 days,-1.06%,Fall by 4.72%,152.27%
