Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2017-12-31,31.03,2018-12-31,21.93,260 days,2017-09-30/29.19,-29.33%,-29.33%,Rise by -18.3%,-29.33%,
Buy,2020-06-30,29.71,2024-06-30,23.57,1043 days,2019-12-31/29.64,-20.67%,-20.67%,Rise by 36.45%,-49.99%,
Buy,2025-09-30,32.98,2025-09-30,32.98,0 days,2024-09-30/28.59,0.00%,0.00%,Rise by 0%,-49.99%,
