Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2021-12-16,72.31,2022-06-14,57.79,128 days,2021-09-23/71.69,-20.08%,-20.08%,Rise by -11.63%,-20.08%
Buy,2022-08-15,66.21,2025-02-13,105.96,653 days,2022-05-25/65.01,60.04%,60.04%,Rise by 2.72%,39.96%
Buy,2025-10-17,122.81,2025-10-17,122.81,0 days,2015-06-23/122.21,0.00%,0.00%,Rise by 0%,39.96%
