Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2021-12-01,33.1500,2022-01-06,34.0500,26 days,2.71%,2.7149%,Rise by 8.19%,2.7149%
Buy,2022-03-08,27.6250,2022-03-09,29.5500,1 days,6.97%,6.9683%,Rise by 22.48%,9.6833%
Buy,2022-04-20,27.9250,2022-05-27,29.4700,27 days,5.53%,5.5327%,Rise by 5.53%,15.2159%
Buy,2022-09-28,28.8200,2022-10-04,30.2150,4 days,4.84%,4.8404%,Rise by 22.43%,20.0563%
Buy,2023-03-16,31.9450,2023-03-29,33.0300,9 days,3.40%,3.3965%,Rise by 10.96%,23.4528%
Buy,2023-05-26,32.4050,2023-06-16,33.2250,15 days,2.53%,2.5305%,Rise by 9.23%,25.9833%
Buy,2023-08-18,31.4250,2023-09-08,32.1800,15 days,2.40%,2.4025%,Rise by 5.33%,28.3858%
Buy,2023-09-25,29.3150,2023-11-29,30.2750,47 days,3.27%,3.2748%,Rise by 14.65%,31.6606%
Buy,2024-01-22,28.0500,2024-04-04,29.6400,53 days,5.67%,5.6684%,Rise by 1.6%,37.3290%
Buy,2024-10-08,30.1900,2024-10-16,31.1450,6 days,3.16%,3.1633%,Rise by 7.04%,40.4923%
Buy,2025-01-14,29.2650,2025-01-22,30.3400,6 days,3.67%,3.6733%,Rise by 5.84%,44.1657%
Buy,2025-08-13,37.0000,2025-08-20,37.4950,5 days,1.34%,1.3378%,Rise by -2.78%,45.5035%
Buy,2025-09-03,35.3100,2025-09-17,35.9700,10 days,1.87%,1.8692%,Rise by 1.87%,47.3727%
Buy,2025-09-29,34.1400,2025-10-06,34.8300,5 days,2.02%,2.0211%,Rise by 6.09%,49.3937%
