Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2020-08-31,3.59,2020-09-17,3.79,Buy,12 days,Rise by 23.960000%,5.57,
2020-09-03,3.65,2020-09-22,3.77,Buy,12 days,Rise by 21.920000%,3.29,
2021-05-21,7.23,2021-06-02,7.59,Sell,7 days,Fall by 2.630000%,-4.98,
2021-06-08,7.95,2022-01-11,7.3,Buy,154 days,Rise by -4.650000%,-8.18,
2021-06-15,7.93,2022-01-11,7.3,Buy,149 days,Rise by -4.410000%,-7.94,
2021-08-25,7.61,2021-08-31,7.49,Sell,3 days,Fall by 7.100000%,1.58,
2021-08-30,7.27,2021-10-06,7.07,Sell,26 days,Fall by 2.750000%,2.75,
2021-10-06,7.07,2021-11-23,6.93,Sell,33 days,Fall by -0.280000%,1.98,
2021-11-23,6.93,2021-11-30,6.75,Sell,4 days,Fall by 9.380000%,2.6,
2021-12-14,7.25,2022-01-06,7.31,Buy,16 days,Rise by 2.340000%,0.83,
2021-12-30,7.41,2023-02-15,5.07,Buy,293 days,Rise by -10.530000%,-31.58,
2022-05-11,5.89,2022-05-24,5.62,Sell,8 days,Fall by 11.540000%,4.58,
2022-05-20,5.75,2022-05-27,5.43,Sell,4 days,Fall by 14.090000%,5.57,
2022-05-25,5.47,2022-06-15,4.8,Sell,14 days,Fall by 12.250000%,12.25,
2022-06-15,4.8,2022-06-22,5.08,Sell,4 days,Fall by -5.420000%,-5.83,
2022-09-16,5.24,2022-09-30,4.84,Sell,9 days,Fall by 8.210000%,7.63,
2022-11-16,5.16,2023-02-08,5.46,Buy,59 days,Rise by -0.780000%,5.81,
2022-12-05,5.03,2022-12-21,4.8,Sell,11 days,Fall by 6.960000%,4.57,
2022-12-23,4.73,2023-01-12,4.99,Sell,13 days,Fall by 10.150000%,-5.5,
2023-01-16,5.12,2023-02-07,5.35,Buy,15 days,Rise by 7.420000%,4.49,
2023-02-02,5.34,2023-06-06,5.15,Buy,87 days,Rise by -10.110000%,-3.56,
2023-03-09,4.63,2023-03-16,4.25,Sell,4 days,Fall by 3.020000%,8.21,
2023-03-14,4.46,2023-03-21,4.29,Sell,4 days,Fall by -0.670000%,3.81,
2023-04-03,4.41,2023-05-02,4.75,Sell,20 days,Fall by -1.810000%,-7.71,
2023-04-18,4.54,2023-05-02,4.75,Sell,9 days,Fall by -6.390000%,-4.63,
2023-05-17,4.95,2023-05-30,5.05,Buy,8 days,Rise by 12.730000%,2.02,
2023-05-25,5.07,2023-06-23,5.26,Buy,20 days,Rise by 10.060000%,3.75,
2023-08-16,5.03,2023-08-23,4.9,Sell,4 days,Fall by 11.330000%,2.58,
2023-11-13,4.6,2023-12-20,4.78,Buy,26 days,Rise by 4.350000%,3.91,
2023-12-01,4.65,2023-12-21,4.79,Buy,13 days,Rise by 3.230000%,3.01,
2024-01-31,4.52,2024-02-09,4.16,Sell,6 days,Fall by 25.880000%,7.96,
2024-03-22,4.14,2024-08-22,3.28,Buy,108 days,Rise by -10.140000%,-20.77,
2024-08-15,3.46,2025-02-25,3.25,Buy,137 days,Rise by -17.050000%,-6.07,
2024-09-04,2.77,2024-09-19,2.84,Sell,10 days,Fall by -8.300000%,-2.51,
2024-10-08,3.23,2025-02-25,3.25,Buy,99 days,Rise by -0.930000%,0.62,
2024-10-14,3.09,2024-11-29,3.11,Buy,33 days,Rise by 3.560000%,0.65,
2024-10-15,3.19,2025-02-24,3.31,Buy,93 days,Rise by 0.310000%,3.76,
2024-10-25,3.11,2025-02-20,3.27,Buy,83 days,Rise by 2.890000%,5.14,
2024-11-05,3.02,2024-11-12,3.18,Buy,4 days,Rise by 7.620000%,5.3,
2024-11-13,3.2,2025-02-24,3.31,Buy,72 days,Rise by -11.560000%,3.44,
2024-11-25,3.25,2025-05-14,3.4,Buy,121 days,Rise by -12.920000%,4.62,
2025-02-07,2.95,2025-02-14,3.18,Buy,4 days,Rise by 16.270000%,7.8,
2025-02-11,3.01,2025-02-19,3.35,Buy,5 days,Rise by 13.950000%,11.3,
2025-05-08,3.33,2025-09-11,3.02,Buy,89 days,Rise by -0.600000%,-9.31,
2025-05-28,3.12,2025-06-11,3.31,Sell,9 days,Fall by 8.010000%,-6.09,
2025-06-25,2.91,2025-07-03,3.03,Sell,5 days,Fall by -2.060000%,-4.12,
2025-07-30,3.05,2025-09-04,3.32,Buy,25 days,Rise by 2.950000%,8.85,
2025-08-12,3.02,2025-08-20,3.08,Buy,5 days,Rise by 9.930000%,1.99,
2025-08-13,3.05,2025-09-04,3.32,Buy,15 days,Rise by 8.850000%,8.85,
2025-08-15,3.13,2025-09-08,3.19,Buy,15 days,Rise by 6.070000%,1.92,
2025-09-02,3.26,2025-10-06,3.47,Buy,23 days,Rise by 6.750000%,6.44,
2025-09-04,3.32,2025-10-07,3.48,Buy,22 days,Rise by 4.820000%,4.82,
2025-09-26,3.23,2025-10-03,3.48,Buy,4 days,Rise by 0.930000%,7.74,
