Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2008-10-31,1.61,2018-06-30,1.31,2520 days,-18.650000%,-18.650000%,Rise by -10.750000%,-18.650000%,
Buy,2022-06-30,1.21,2024-11-30,1.27,631 days,4.660000%,4.660000%,Rise by 5.950000%,-14.000000%,
