Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2021-05-19,224.8,2021-07-07,251.97,34 days,12.090000%,12.090000%,Rise by 13.390000%,12.090000%,
Buy,2021-11-26,303.19,2022-07-26,52.93,171 days,-82.540000%,-82.540000%,Rise by -15.640000%,-70.460000%,
Buy,2022-11-07,56.97,2023-03-23,66.3,97 days,16.380000%,16.380000%,Rise by -27.630000%,-54.080000%,
Buy,2023-04-26,53.89,2024-01-02,156.88,178 days,191.110000%,191.110000%,Rise by 16.240000%,137.030000%,
Buy,2024-04-17,213.78,2024-07-25,231.52,70 days,8.300000%,8.300000%,Rise by 20.250000%,145.330000%,
Buy,2024-08-07,178.91,2024-10-31,179.25,60 days,0.190000%,0.190000%,Rise by 18.160000%,145.520000%,
Buy,2024-12-20,278.71,2025-06-02,246.72,115 days,-11.480000%,-11.480000%,Rise by 8.110000%,134.040000%,
Buy,2025-08-05,297.99,2025-08-05,297.99,0 days,0.00%,0.00%,Rise by 0%,134.040000%,
