Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2022-05-29,75.32,2023-09-24,70.96,344 days,-5.790000%,-5.790000%,Rise by -28.580000%,-5.790000%
Buy,2024-09-15,163.05,2025-01-19,295.48,89 days,81.220000%,81.220000%,Rise by 110.750000%,75.430000%
