Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Buy,2020-02-19 - 2020-02-25,4 days,2020-02-27,32.3529,2020-03-04,34.5351,4 days,6.7%,Rise by -11.5%,6.7%,
Sell,2020-04-06 - 2020-04-07,1 days,2020-04-21,33.7951,2020-04-23,34.8102,2 days,-3.0%,Fall by 10.05%,3.7%,
Sell,2020-04-27 - 2020-04-28,1 days,2020-05-01,35.7116,2020-05-04,35.6926,1 days,0.1%,Fall by 11.53%,3.8%,
Sell,2020-07-17 - 2020-07-20,1 days,2020-07-27,35.6167,2020-07-28,37.0209,1 days,-3.9%,Fall by 5.03%,-0.1%,
Sell,2020-07-30 - 2020-08-24,17 days,2020-08-27,35.9203,2020-08-31,35.8539,2 days,0.2%,Fall by 6.81%,0.0%,
Buy,2020-09-11 - 2020-09-21,6 days,2020-09-28,34.5256,2020-11-09,37.1917,30 days,7.7%,Rise by 4.92%,7.8%,
Sell,2020-10-12 - 2020-10-14,2 days,2020-10-21,35.1803,2020-10-23,36.2239,2 days,-3.0%,Fall by -4.43%,4.8%,
Sell,2020-11-06 - 2020-11-16,6 days,2020-12-04,40.34,2020-12-08,42.56,2 days,-5.5%,Fall by 8.92%,-0.7%,
Sell,2020-12-08 - 2020-12-09,1 days,2020-12-14,39.21,2020-12-18,37.68,4 days,3.9%,Fall by 10.76%,3.2%,
Buy,2021-01-04 - 2021-01-21,13 days,2021-01-25,37.28,2021-02-26,33.49,24 days,-10.2%,Rise by -10.17%,-7.0%,
Buy,2021-01-29 - 2021-02-02,2 days,2021-02-18,34.56,2021-03-29,36.62,27 days,6.0%,Rise by 16.09%,-1.0%,
Sell,2021-03-17 - 2021-03-29,8 days,2021-04-07,35.91,2021-04-12,36.97,3 days,-3.0%,Fall by -7.21%,-4.0%,
Sell,2021-04-21 - 2021-05-05,10 days,2021-05-12,39.69,2021-05-28,38.73,12 days,2.4%,Fall by 3.0%,-1.5%,
Sell,2021-07-27 - 2021-07-28,1 days,2021-08-05,45.06,2021-08-10,48.19,3 days,-6.9%,Fall by 8.3%,-8.5%,
Sell,2021-08-17 - 2021-08-18,1 days,2021-08-25,47.51,2021-08-26,47.38,1 days,0.3%,Fall by 10.71%,-8.2%,
Buy,2021-09-13 - 2021-09-28,11 days,2021-10-04,42.42,2021-11-05,48.61,24 days,14.6%,Rise by 44.39%,6.4%,
Sell,2021-11-02 - 2021-11-05,3 days,2021-11-15,49.65,2021-11-18,51.41,3 days,-3.5%,Fall by -3.81%,2.8%,
Sell,2021-11-18 - 2021-11-19,1 days,2021-11-24,50.89,2021-11-26,54.0,2 days,-6.1%,Fall by -1.28%,-3.3%,
Sell,2021-12-16 - 2021-12-20,2 days,2021-12-27,59.2,2021-12-30,58.4,3 days,1.4%,Fall by 10.83%,-1.9%,
Buy,2022-01-21 - 2022-01-24,1 days,2022-02-09,51.47,2022-02-24,45.96,11 days,-10.7%,Rise by -11.11%,-12.6%,
Sell,2022-03-18 - 2022-03-21,1 days,2022-03-24,52.59,2022-04-05,51.24,8 days,2.6%,Fall by 8.48%,-10.1%,
Buy,2022-04-22 - 2022-04-25,1 days,2022-05-06,49.04,2022-05-20,52.47,10 days,7.0%,Rise by 10.09%,-3.1%,
Sell,2022-05-24 - 2022-05-26,2 days,2022-06-01,52.37,2022-06-07,53.96,4 days,-3.0%,Fall by 11.15%,-6.1%,
Buy,2022-06-14 - 2022-06-17,3 days,2022-06-22,49.07,2022-06-24,51.59,2 days,5.1%,Rise by -10.5%,-1.0%,
Buy,2022-08-08 - 2022-08-11,3 days,2022-08-15,49.75,2022-09-20,44.77,26 days,-10.0%,Rise by -10.01%,-11.0%,
Buy,2022-09-21 - 2022-09-22,1 days,2022-10-04,44.46,2022-10-28,47.43,18 days,6.7%,Rise by 22.54%,-4.3%,
Buy,2022-10-10 - 2022-10-11,1 days,2022-10-26,46.06,2022-11-14,49.24,13 days,6.9%,Rise by 18.28%,2.6%,
Sell,2022-10-25 - 2022-10-26,1 days,2022-11-03,46.57,2022-11-14,49.24,7 days,-5.7%,Fall by 10.35%,-3.1%,
