Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2011-07-03,76.06,2016-11-06,67.77,1394 days,-10.900000%,-10.900000%,Rise by -16.860000%,-10.900000%,
Buy,2018-10-28,66.48,2024-06-02,93.2,1459 days,40.190000%,40.190000%,Rise by -15.600000%,29.290000%,
Buy,2025-04-20,81.5,2025-04-20,81.5,0 days,0.00%,0.00%,Rise by 0%,29.290000%,
