Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2011-08-28,4.56,2015-07-05,20.19,1004 days,342.570000%,342.570000%,Rise by 5.000000%,342.570000%,
Buy,2015-08-16,18.55,2020-03-15,46.24,1194 days,149.270000%,149.270000%,Rise by 9.160000%,491.840000%,
Buy,2021-07-25,66.89,2024-08-04,45.81,789 days,-31.510000%,-31.510000%,Rise by -11.940000%,460.330000%,
