Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-03-10,28.97,2020-03-16,20.29,Sell,3 days,Fall by 12.250000%,29.96
2020-06-10,34.83,2020-06-16,33.49,Sell,3 days,Fall by 12.550000%,3.85
2020-08-05,33.2,2020-09-14,37.95,Buy,27 days,Rise by -11.390000%,14.31
2020-10-01,37.14,2020-11-09,48.18,Buy,26 days,Rise by -10.040000%,29.73
2020-10-16,33.72,2020-10-20,36.31,Sell,1 days,Fall by 0.920000%,-7.68
2021-05-04,52.99,2021-05-11,46.21,Sell,4 days,Fall by 8.100000%,12.79
2021-06-16,48.89,2021-06-24,50.82,Sell,5 days,Fall by 6.810000%,-3.95
2021-07-16,46.19,2021-08-03,42.79,Sell,11 days,Fall by 9.480000%,7.36
2021-07-27,45.82,2021-08-03,42.79,Sell,4 days,Fall by 10.520000%,6.61
2021-08-04,41.81,2021-08-06,44.28,Sell,1 days,Fall by 6.390000%,-5.91
2021-09-27,47.25,2022-08-17,30.72,Buy,231 days,Rise by 2.350000%,-34.98
2021-10-15,48.36,2022-08-17,30.72,Buy,217 days,Rise by -11.310000%,-36.48
2022-01-04,44.42,2022-08-17,30.72,Buy,160 days,Rise by -14.770000%,-30.84
2022-01-11,43.62,2022-08-17,30.72,Buy,155 days,Rise by -20.220000%,-29.57
2022-03-04,29.83,2022-03-08,30.74,Sell,1 days,Fall by 10.060000%,-3.05
2022-03-07,28.57,2022-03-08,30.74,Sell,0 days,Fall by 19.320000%,-7.6
2022-04-22,30.83,2022-04-28,32.82,Sell,3 days,Fall by 15.440000%,-6.45
2022-04-27,30.68,2022-04-28,32.82,Sell,0 days,Fall by 26.430000%,-6.98
2022-05-02,30.39,2022-05-09,23.05,Sell,4 days,Fall by 22.380000%,24.15
2022-07-21,24.23,2022-08-05,32.01,Buy,10 days,Rise by 35.370000%,32.11
2022-07-28,23.31,2022-08-05,32.01,Buy,5 days,Rise by 42.130000%,37.32
2022-08-01,24.6,2022-08-05,32.01,Buy,3 days,Rise by 34.670000%,30.12
2022-08-03,30.19,2022-08-10,32.8,Buy,4 days,Rise by 9.740000%,8.65
2022-09-08,30.68,2022-09-19,31.49,Buy,6 days,Rise by -12.350000%,2.64
2022-09-22,28.58,2022-09-28,28.04,Sell,3 days,Fall by 13.720000%,1.89
2022-11-08,27.44,2022-11-10,28.85,Sell,1 days,Fall by 10.200000%,-5.14
2022-11-22,28.08,2022-12-09,26.55,Sell,12 days,Fall by 11.150000%,5.45
2022-11-29,27.76,2022-12-12,27.03,Sell,8 days,Fall by 10.120000%,2.63
2022-12-06,26.92,2022-12-21,25.36,Sell,10 days,Fall by 9.360000%,5.79
2023-02-01,31.49,2023-02-07,34.9,Buy,3 days,Rise by 1.870000%,10.83
2023-02-02,33.05,2023-02-10,34.3,Buy,5 days,Rise by -2.930000%,3.78
2023-05-02,36.52,2023-05-09,38.19,Buy,4 days,Rise by 7.480000%,4.57
2023-06-16,43.52,2023-07-17,45.51,Buy,20 days,Rise by 8.940000%,4.57
2023-06-22,42.81,2023-07-17,45.51,Buy,16 days,Rise by 10.750000%,6.31
2023-06-23,43.34,2023-07-17,45.51,Buy,15 days,Rise by 9.390000%,5.01
2023-06-26,44.42,2023-07-18,47.41,Buy,15 days,Rise by 6.730000%,6.73
2023-08-07,44.95,2023-08-16,43.65,Sell,6 days,Fall by 1.510000%,2.89
2023-10-13,43.48,2023-10-31,43.28,Sell,11 days,Fall by -32.430000%,0.46
2024-02-02,68.07,2024-02-20,76.6,Buy,11 days,Rise by 19.440000%,12.53
2024-02-05,68.99,2024-02-20,76.6,Buy,10 days,Rise by 17.840000%,11.03
2024-02-15,81.39,2024-07-22,67.73,Buy,111 days,Rise by -0.110000%,-16.78
2024-03-26,77.91,2024-04-11,76.18,Sell,11 days,Fall by 11.180000%,2.22
2024-03-28,76.99,2024-04-11,76.18,Sell,9 days,Fall by 10.120000%,1.05
2024-09-18,73.5,2024-09-26,76.69,Buy,5 days,Rise by 17.470000%,4.34
2024-10-07,74.59,2024-10-11,86.34,Buy,3 days,Rise by -1.570000%,15.75
2024-11-01,73.25,2024-11-14,71.44,Sell,8 days,Fall by 5.620000%,2.47
2024-11-06,74.36,2025-02-19,81.16,Buy,74 days,Rise by -1.260000%,9.14
2025-02-07,74.6,2025-02-19,81.16,Buy,7 days,Rise by 2.560000%,8.79
2025-04-04,64.62,2025-04-09,72.68,Sell,2 days,Fall by -27.720000%,-12.47
2025-09-05,90.99,2025-09-15,98.85,Sell,5 days,Fall by -6.060000%,-8.64
2025-10-01,96.61,2025-10-21,93.03,Sell,13 days,Fall by 0.110000%,3.71
2025-10-10,93.4,2025-10-10,93.4,Sell,0 days,Fall by -3.320000%,0.0
