Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2020-09-20,37.12,2020-12-06,54.86,Buy,54 days,Rise by 47.790000%,47.79,
2021-05-09,47.03,2021-08-29,40.69,Sell,79 days,Fall by 10.230000%,13.48,
2021-05-16,47.42,2021-08-29,40.69,Sell,74 days,Fall by 10.970000%,14.19,
2021-07-18,46.19,2021-08-29,40.69,Sell,29 days,Fall by 12.710000%,11.91,
2021-10-03,47.05,2023-03-12,31.11,Buy,374 days,Rise by -13.880000%,-33.88,
2022-03-13,30.76,2022-04-03,35.98,Sell,14 days,Fall by 15.250000%,-16.97,
2022-05-15,24.39,2022-07-10,22.34,Sell,39 days,Fall by 12.510000%,8.41,
2022-08-14,32.47,2023-06-04,39.73,Buy,209 days,Rise by -18.390000%,22.36,
2022-11-13,29.15,2023-02-26,33.4,Buy,74 days,Rise by -15.160000%,14.58,
2023-01-22,30.36,2023-03-05,34.57,Buy,29 days,Rise by 58.560000%,13.87,
2023-02-12,34.3,2023-06-04,39.73,Buy,79 days,Rise by -10.120000%,15.83,
2023-06-18,43.52,2023-09-24,44.41,Buy,69 days,Rise by 86.190000%,2.05,
2023-12-03,57.35,2023-12-31,61.57,Buy,19 days,Rise by 41.290000%,7.36,
2024-01-21,65.11,2024-03-03,81.03,Buy,29 days,Rise by 11.630000%,24.45,
2024-08-04,58.99,2024-08-11,68.54,Sell,4 days,Fall by -1.590000%,-16.19,
2024-09-22,73.94,2025-05-25,87.75,Buy,174 days,Rise by -10.620000%,18.68,
2024-12-15,59.93,2025-01-26,68.56,Sell,29 days,Fall by -7.830000%,-14.4,
