Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-08-13,106.82,2021-02-11,104.62,Buy,129 days,Rise by -0.750000%,-2.07
2021-09-27,110.76,2021-10-01,111.46,Buy,3 days,Rise by 3.410000%,0.63
