Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2021-04-22,147.37,2021-08-19,154.28,84 days,4.690000%,4.690000%,Rise by 11.740000%,4.690000%
Buy,2021-11-16,165.36,2022-01-14,157.89,42 days,-4.520000%,-4.520000%,Rise by 1.860000%,0.170000%
Buy,2022-01-21,145.08,2022-08-22,116.67,150 days,-19.580000%,-19.580000%,Rise by 7.940000%,-19.410000%
Buy,2022-09-27,105.85,2022-11-30,138.18,45 days,30.540000%,30.540000%,Rise by 27.820000%,11.130000%
Buy,2023-03-09,130.34,2023-05-03,135.98,38 days,4.330000%,4.330000%,Rise by 8.490000%,15.460000%
Buy,2023-08-15,150.83,2024-01-11,170.3,106 days,12.910000%,12.910000%,Rise by -1.050000%,28.370000%
Buy,2024-04-16,180.8,2024-11-04,219.78,143 days,21.560000%,21.560000%,Rise by 13.270000%,49.930000%
Buy,2024-12-18,230.37,2025-02-20,266.8,45 days,15.810000%,15.810000%,Rise by 21.520000%,65.740000%
Buy,2025-03-06,246.54,2025-07-16,285.82,93 days,15.930000%,15.930000%,Rise by 1.860000%,81.670000%
Buy,2025-10-10,300.89,2025-10-10,300.89,0 days,0.00%,0.00%,Rise by 0%,81.670000%
