Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
1971-06-30,2.02,1972-09-30,3.06,Buy,327 days,Rise by 72.210000%,51.35,
1980-03-31,2.12,1981-06-30,2.37,Sell,325 days,Fall by -44.650000%,-11.81,
1982-03-31,2.59,1983-09-30,3.48,Buy,391 days,Rise by 46.830000%,34.44,
1986-03-31,4.6,1988-12-31,5.44,Buy,719 days,Rise by 37.180000%,18.17,
1987-09-30,6.31,1990-06-30,10.89,Buy,717 days,Rise by -23.270000%,72.52,
1989-12-31,8.78,1991-09-30,10.61,Buy,454 days,Rise by 30.960000%,20.82,
1995-06-30,17.97,1996-09-30,24.38,Buy,325 days,Rise by 122.090000%,35.65,
1995-09-30,19.25,1996-12-31,26.91,Buy,325 days,Rise by 119.160000%,39.77,
1995-12-31,20.75,1997-09-30,34.53,Buy,455 days,Rise by 119.430000%,66.42,
1996-03-31,21.19,1997-09-30,34.53,Buy,390 days,Rise by 67.850000%,62.98,
2005-06-30,52.75,2006-12-31,64.27,Sell,391 days,Fall by -5.400000%,-21.84,
2009-03-31,47.09,2009-09-30,57.92,Sell,130 days,Fall by -27.350000%,-23.0,
2013-06-30,76.99,2015-03-31,81.94,Buy,455 days,Rise by 18.310000%,6.43,
2019-12-31,124.9,2022-03-31,152.8,Buy,586 days,Rise by 11.400000%,22.34,
2025-09-30,153.65,2025-09-30,153.65,Sell,0 days,Fall by 2.130000%,0.0,
