Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2016-05-01,90.4,2016-11-06,79.84,2016-04-24,Buy,27 Weeks,-11.68%,Rise by -13.63%,-11.68%,Normal Case
2016-05-08,87.68,2016-11-06,79.84,2016-05-01,Buy,26 Weeks,-8.94%,Rise by -10.95%,-20.62%,Normal Case
2016-05-22,94.0,2016-11-06,79.84,2016-05-15,Buy,24 Weeks,-15.06%,Rise by -11.32%,-35.69%,Normal Case
2016-06-26,91.2,2016-11-06,79.84,2016-06-19,Buy,19 Weeks,-12.46%,Rise by -10.18%,-48.14%,Normal Case
2016-08-21,90.72,2016-11-06,79.84,2016-08-14,Buy,11 Weeks,-11.99%,Rise by 1.23%,-60.14%,Normal Case
2016-08-28,87.6,2016-11-06,79.84,2016-08-21,Buy,10 Weeks,-8.86%,Rise by 4.84%,-68.99%,Normal Case
2016-09-11,84.72,2017-01-01,93.76,2016-09-04,Buy,16 Weeks,10.67%,Rise by 10.67%,-58.32%,Normal Case
2016-10-16,91.52,2017-01-01,93.76,2016-08-07,Buy,11 Weeks,2.45%,Rise by 2.45%,-55.88%,Local Extrema Case
2016-10-16,91.52,2017-01-01,93.76,2016-10-09,Buy,11 Weeks,2.45%,Rise by 2.45%,-53.43%,Normal Case
2017-01-01,93.76,2017-03-12,82.32,2016-12-25,Buy,10 Weeks,-12.2%,Rise by -12.2%,-65.63%,Normal Case
2017-01-08,93.44,2017-03-12,82.32,2016-12-18,Buy,9 Weeks,-11.9%,Rise by -11.9%,-77.53%,Normal Case
2017-01-29,91.2,2017-08-20,79.76,2017-01-22,Buy,29 Weeks,-12.54%,Rise by -11.49%,-90.07%,Normal Case
2017-04-09,87.68,2017-08-20,79.76,2017-03-19,Buy,19 Weeks,-9.03%,Rise by -10.04%,-99.11%,Normal Case
2017-04-16,89.04,2017-08-20,79.76,2017-04-09,Buy,18 Weeks,-10.42%,Rise by -11.41%,-109.53%,Normal Case
2017-05-21,83.84,2017-08-20,79.76,2017-05-14,Buy,13 Weeks,-4.87%,Rise by -13.17%,-114.4%,Normal Case
2017-07-02,76.0,2017-10-15,82.96,2017-06-25,Buy,15 Weeks,9.16%,Rise by 24.11%,-105.24%,Normal Case
2017-08-13,79.92,2017-10-15,82.96,2017-07-30,Buy,9 Weeks,3.8%,Rise by 18.02%,-101.43%,Normal Case
2017-08-27,78.0,2017-12-10,91.92,2017-08-20,Buy,15 Weeks,17.85%,Rise by 20.92%,-83.59%,Normal Case
2017-10-01,83.44,2017-12-10,91.92,2017-09-24,Buy,10 Weeks,10.16%,Rise by 13.04%,-73.43%,Normal Case
2017-10-29,86.72,2018-02-11,94.88,2017-10-22,Buy,15 Weeks,9.41%,Rise by 22.14%,-64.02%,Normal Case
2017-11-19,90.8,2018-02-11,94.88,2017-11-05,Buy,12 Weeks,4.49%,Rise by 16.65%,-59.52%,Normal Case
2017-12-31,96.08,2018-04-08,100.08,2017-12-24,Buy,14 Weeks,4.16%,Rise by 20.15%,-55.36%,Normal Case
2018-02-04,104.32,2018-04-08,100.08,2018-01-28,Buy,9 Weeks,-4.06%,Rise by 10.66%,-59.42%,Normal Case
2018-02-11,94.88,2018-06-10,106.16,2017-10-08,Buy,17 Weeks,11.89%,Rise by 21.67%,-47.53%,Local Extrema Case
2018-03-25,106.24,2018-06-10,106.16,2018-03-18,Buy,11 Weeks,-0.08%,Rise by 8.66%,-47.61%,Normal Case
2018-04-08,100.08,2018-06-10,106.16,2018-03-25,Buy,9 Weeks,6.08%,Rise by 20.38%,-41.54%,Normal Case
2018-04-29,109.84,2018-07-22,113.2,2018-04-22,Buy,12 Weeks,3.06%,Rise by 9.69%,-38.48%,Normal Case
2018-07-01,120.48,2018-10-21,117.76,2018-06-24,Buy,16 Weeks,-2.26%,Rise by 4.18%,-40.73%,Normal Case
2018-10-07,125.52,2019-03-10,93.84,2018-09-30,Buy,22 Weeks,-25.24%,Rise by -30.98%,-65.97%,Normal Case
2018-10-14,120.96,2019-03-10,93.84,2018-09-23,Buy,21 Weeks,-22.42%,Rise by -29.03%,-88.39%,Normal Case
2018-10-28,114.64,2019-03-10,93.84,2018-08-19,Buy,19 Weeks,-18.14%,Rise by -24.49%,-106.54%,Local Extrema Case
2018-12-09,88.88,2019-03-10,93.84,2018-12-02,Buy,13 Weeks,5.58%,Rise by 19.89%,-100.96%,Normal Case
2018-12-16,86.56,2019-03-10,93.84,2018-12-09,Buy,12 Weeks,8.41%,Rise by 23.11%,-92.55%,Normal Case
2019-03-17,97.6,2019-07-28,93.2,2019-03-03,Buy,19 Weeks,-4.51%,Rise by -10.33%,-97.05%,Normal Case
2019-05-19,104.64,2019-07-28,93.2,2019-05-12,Buy,10 Weeks,-10.93%,Rise by -4.28%,-107.99%,Normal Case
2019-08-18,91.2,2020-01-19,98.64,2019-08-04,Buy,22 Weeks,8.16%,Rise by 15.61%,-99.83%,Normal Case
2019-09-29,93.28,2020-01-19,98.64,2019-09-15,Buy,16 Weeks,5.75%,Rise by 13.04%,-94.08%,Normal Case
2019-12-08,98.56,2020-07-12,29.03,2019-12-01,Buy,31 Weeks,-70.55%,Rise by -12.01%,-164.63%,Normal Case
2020-01-05,105.44,2020-07-12,29.03,2019-12-29,Buy,27 Weeks,-72.47%,Rise by -15.33%,-237.1%,Normal Case
2020-03-29,35.76,2020-07-12,29.03,2020-03-22,Buy,15 Weeks,-18.82%,Rise by -37.39%,-255.92%,Normal Case
2020-05-10,21.47,2020-07-12,29.03,2020-05-03,Buy,9 Weeks,35.21%,Rise by 43.08%,-220.7%,Normal Case
2020-05-17,22.39,2020-08-23,30.18,2020-05-10,Buy,14 Weeks,34.79%,Rise by 37.2%,-185.91%,Normal Case
2020-06-14,26.43,2020-08-23,30.18,2020-06-07,Buy,10 Weeks,14.19%,Rise by 16.23%,-171.72%,Normal Case
2020-06-21,28.23,2020-08-23,30.18,2020-05-31,Buy,9 Weeks,6.91%,Rise by 8.82%,-164.82%,Normal Case
2020-07-05,28.75,2020-09-13,27.04,2020-06-28,Buy,10 Weeks,-5.95%,Rise by 6.85%,-170.76%,Normal Case
2020-09-13,27.04,2021-01-03,33.01,2015-12-27,Buy,16 Weeks,22.08%,Rise by 64.35%,-148.69%,Tangent Case
