Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Buy,2020-01-29 - 2020-01-31,2 days,2020-02-04,52.93,2020-02-27,45.31,17 days,-14.4%,Rise by -14.4%,-14.4%
Buy,2020-02-27 - 2020-02-28,1 days,2020-03-19,25.61,2020-03-24,27.35,3 days,6.8%,Rise by 33.62%,-7.6%
Sell,2020-04-08 - 2020-04-09,1 days,2020-04-15,32.06,2020-04-17,33.95,2 days,-5.9%,Fall by -7.42%,-13.5%
Sell,2020-05-20 - 2020-05-21,1 days,2020-05-29,38.76,2020-06-02,40.54,2 days,-4.6%,Fall by 11.15%,-18.1%
Sell,2020-06-04 - 2020-06-08,2 days,2020-06-11,38.84,2020-06-12,39.82,1 days,-2.5%,Fall by 11.33%,-20.6%
Buy,2020-07-09 - 2020-07-10,1 days,2020-07-21,38.26,2020-09-08,33.6,35 days,-12.2%,Rise by 0.84%,-32.8%
Buy,2020-09-24 - 2020-10-01,5 days,2020-10-05,30.19,2020-11-09,33.06,25 days,9.5%,Rise by 37.79%,-23.3%
Buy,2020-10-28 - 2020-10-29,1 days,2020-11-09,33.06,2020-11-16,36.11,5 days,9.2%,Rise by 25.83%,-14.1%
Sell,2020-11-17 - 2020-11-18,1 days,2020-11-27,38.91,2020-12-01,36.93,2 days,5.1%,Fall by 3.65%,-9.0%
Sell,2020-11-25 - 2020-12-04,7 days,2020-12-18,39.4,2020-12-22,37.49,2 days,4.8%,Fall by 0.2%,-4.1%
Sell,2021-01-13 - 2021-01-14,1 days,2021-01-22,42.07,2021-01-28,40.67,4 days,3.3%,Fall by -13.69%,-0.8%
Sell,2021-02-24 - 2021-02-25,1 days,2021-03-15,52.96,2021-03-24,49.03,7 days,7.4%,Fall by 11.12%,6.6%
Buy,2021-04-13 - 2021-04-21,6 days,2021-04-26,47.86,2021-05-03,50.75,5 days,6.0%,Rise by 14.35%,12.7%
Sell,2021-05-07 - 2021-05-10,1 days,2021-05-20,52.05,2021-06-01,54.22,8 days,-4.2%,Fall by -0.65%,8.5%
Sell,2021-06-04 - 2021-06-10,4 days,2021-06-18,52.39,2021-06-21,54.07,1 days,-3.2%,Fall by 10.36%,5.3%
Sell,2021-10-05 - 2021-10-11,4 days,2021-10-22,57.95,2021-10-29,57.47,5 days,0.8%,Fall by 6.8%,6.1%
Buy,2021-11-19 - 2021-11-26,5 days,2021-12-03,55.14,2022-01-04,59.2,22 days,7.4%,Rise by 27.69%,13.5%
Sell,2021-11-26 - 2021-11-29,1 days,2021-12-14,55.42,2021-12-21,54.52,5 days,1.6%,Fall by -20.8%,15.1%
Sell,2022-01-11 - 2022-01-18,5 days,2022-01-24,62.87,2022-01-25,65.31,1 days,-3.9%,Fall by -6.49%,11.2%
Sell,2022-02-03 - 2022-02-07,2 days,2022-02-15,68.03,2022-02-23,67.64,6 days,0.6%,Fall by -8.31%,11.8%
Sell,2022-03-04 - 2022-03-08,2 days,2022-03-15,71.82,2022-03-16,71.49,1 days,0.5%,Fall by -2.59%,12.3%
Sell,2022-04-18 - 2022-04-21,3 days,2022-05-02,76.35,2022-05-03,78.49,1 days,-2.8%,Fall by 10.27%,9.5%
Sell,2022-05-27 - 2022-05-31,2 days,2022-06-10,88.71,2022-06-14,84.24,2 days,5.0%,Fall by 17.65%,14.5%
Buy,2022-06-24 - 2022-07-05,7 days,2022-07-07,70.98,2022-07-29,78.42,16 days,10.5%,Rise by 10.48%,25.0%
Sell,2022-07-21 - 2022-08-05,11 days,2022-08-15,76.94,2022-08-16,76.76,1 days,0.2%,Fall by 10.64%,25.2%
Sell,2022-08-25 - 2022-08-29,2 days,2022-09-01,78.52,2022-09-09,80.6,6 days,-2.6%,Fall by 10.24%,22.6%
Sell,2022-10-25 - 2022-11-01,5 days,2022-11-10,90.5,2022-11-11,93.13,1 days,-2.9%,Fall by 8.64%,19.7%
Sell,2022-11-08 - 2022-11-14,4 days,2022-11-17,92.36,2022-11-23,92.21,4 days,0.2%,Fall by 10.48%,19.8%
Sell,2023-01-17 - 2023-01-18,1 days,2023-01-25,90.26,2023-01-26,93.11,1 days,-3.2%,Fall by 7.48%,16.7%
Buy,2023-03-17 - 2023-03-24,5 days,2023-03-28,80.78,2023-04-03,86.58,4 days,7.2%,Rise by 7.98%,23.8%
Buy,2023-05-04 - 2023-06-01,20 days,2023-06-15,80.98,2024-04-05,98.08,211 days,21.1%,Rise by 11.02%,45.0%
Sell,2023-07-25 - 2023-07-27,2 days,2023-08-02,85.93,2023-08-09,88.55,5 days,-3.0%,Fall by -0.95%,41.9%
Buy,2023-10-05 - 2023-10-06,1 days,2023-10-31,85.19,2024-03-13,90.36,96 days,6.1%,Rise by -0.2%,48.0%
Buy,2023-11-09 - 2023-11-16,5 days,2023-11-20,84.81,2024-03-11,89.08,80 days,5.0%,Rise by 1.54%,53.0%
Sell,2023-12-27 - 2024-01-04,6 days,2024-01-11,81.76,2024-01-19,80.17,6 days,1.9%,Fall by -1.88%,55.0%
Sell,2024-01-30 - 2024-01-31,1 days,2024-02-05,83.31,2024-02-14,83.3,7 days,0.0%,Fall by -10.47%,55.0%
Sell,2024-04-03 - 2024-04-05,2 days,2024-04-16,94.4,2024-04-18,93.84,2 days,0.6%,Fall by 6.74%,55.6%
Buy,2024-05-02 - 2024-05-03,1 days,2024-05-16,93.65,2024-12-18,84.05,154 days,-10.3%,Rise by -0.28%,45.3%
Buy,2024-05-24 - 2024-06-04,7 days,2024-06-07,89.99,2024-11-20,96.34,118 days,7.1%,Rise by 3.78%,52.4%
Sell,2024-06-26 - 2024-07-01,3 days,2024-07-05,90.1,2024-07-17,93.22,8 days,-3.5%,Fall by 4.05%,48.9%
Sell,2024-11-20 - 2024-11-22,2 days,2024-12-02,94.52,2024-12-03,94.51,1 days,0.0%,Fall by 11.08%,48.9%
Buy,2024-12-16 - 2024-12-19,3 days,2024-12-24,84.64,2025-01-13,90.25,14 days,6.6%,Rise by 11.01%,55.5%
Sell,2025-03-20 - 2025-03-26,4 days,2025-04-04,78.76,2025-04-08,76.44,2 days,2.9%,Fall by -3.52%,58.5%
Buy,2025-04-07 - 2025-04-09,2 days,2025-04-11,78.89,2025-04-28,82.97,11 days,5.2%,Rise by 8.72%,63.7%
Sell,2025-04-29 - 2025-05-13,10 days,2025-05-20,83.59,2025-05-23,81.99,3 days,1.9%,Fall by -1.77%,65.6%
Sell,2025-06-13 - 2025-06-18,3 days,2025-06-25,84.54,2025-07-02,86.93,5 days,-2.8%,Fall by -0.63%,62.7%
