Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2021-03-19,58.9867,2021-03-23,58.64,2020-12-24-2021-02-12,52.6733-61.5333,Sell,2 days,0.59%,Fall by 6.23%,0.59%
2021-04-13,61.4667,2021-07-12,64.6733,2021-02-12-2021-03-31,49.54-65.1533,Buy,64 days,5.22%,Rise by -14.14%,5.8%
2021-06-08,57.5467,2021-06-10,55.4067,2021-03-31-2021-05-21,56.8333-63.48,Sell,2 days,3.72%,Fall by 4.3%,9.52%
2021-07-22,57.9,2021-07-22,57.9,2021-05-21-2021-07-07,54.6-67.0467,Buy,0 days,0.0%,Rise by 0%,9.52%
2021-07-26,55.5267,2021-07-28,53.8533,2021-05-21-2021-07-07,54.6-67.0467,Sell,2 days,3.01%,Fall by 9.41%,12.54%
2021-08-30,52.5533,2021-09-01,53.3867,2021-07-07-2021-08-06,54.0-66.2867,Sell,2 days,-1.59%,Fall by 8.62%,10.95%
2021-09-17,50.36,2021-09-20,48.7867,2021-07-07-2021-08-30,52.6667-66.2867,Sell,1 days,3.12%,Fall by 0.25%,14.08%
2021-09-20,48.7867,2021-09-22,50.0,2021-02-12-2021-03-31,49.54-65.1533,Sell,2 days,-2.49%,Fall by 2.67%,11.59%
2021-10-07,49.3733,2021-10-08,48.6667,2021-08-23-2021-09-20,50.2533-53.52,Sell,1 days,1.43%,Fall by -0.63%,13.02%
2021-11-19,51.52,2022-01-07,54.28,2021-09-20-2021-11-09,48.6067-54.6667,Buy,35 days,5.36%,Rise by 13.35%,18.38%
2022-01-21,55.0267,2022-03-11,60.2,2021-09-20-2022-01-04,48.6067-58.5533,Buy,35 days,9.4%,Rise by 9.92%,27.78%
2022-02-09,57.5267,2022-02-18,57.64,2022-01-04-2022-01-24,55.1467-57.02,Sell,7 days,-0.2%,Fall by -2.19%,27.58%
2022-04-28,62.1667,2022-04-28,62.1667,2021-09-20-2022-04-19,48.6067-67.18,Buy,0 days,0.0%,Rise by 0%,27.58%
2022-05-04,61.32,2022-05-04,61.32,2021-05-21-2022-04-19,54.6-67.18,Buy,0 days,0.0%,Rise by 0%,27.58%
2022-06-01,59.4733,2022-06-03,59.34,2022-04-19-2022-05-10,61.2533-65.6333,Sell,2 days,0.22%,Fall by 10.14%,27.81%
2022-06-21,53.32,2022-06-23,51.7,2021-05-21-2022-04-19,54.6-67.18,Sell,2 days,3.04%,Fall by -4.27%,30.84%
2022-07-11,54.0,2022-08-03,60.0,2022-05-25-2022-06-24,53.3-63.9133,Sell,17 days,-11.11%,Fall by -2.67%,19.73%
2022-07-14,54.78,2022-07-22,54.99,2021-09-20-2022-04-19,48.6067-67.18,Sell,6 days,-0.38%,Fall by -12.02%,19.35%
2022-07-20,54.29,2022-08-03,60.0,2022-01-04-2022-06-24,53.3-57.02,Sell,10 days,-10.52%,Fall by -2.67%,8.83%
2022-07-22,54.99,2022-08-05,61.07,2021-02-12-2022-04-19,49.54-67.18,Sell,10 days,-11.06%,Fall by -0.87%,-2.23%
2022-10-11,52.72,2022-10-13,54.77,2022-06-24-2022-09-21,51.57-66.99,Sell,2 days,-3.89%,Fall by 3.83%,-6.11%
2022-11-04,57.87,2022-11-09,57.39,2022-09-21-2022-10-11,52.98-65.45,Sell,3 days,0.83%,Fall by 8.22%,-5.28%
2022-11-09,57.39,2022-11-09,57.39,2022-06-24-2022-09-21,51.57-66.99,Buy,0 days,0.0%,Rise by 0%,-5.28%
2022-12-23,54.93,2023-05-26,63.94,2022-10-11-2022-12-01,51.88-64.45,Buy,110 days,16.4%,Rise by -2.89%,11.12%
2023-02-01,58.04,2023-02-03,58.42,2022-12-01-2023-01-03,53.73-61.25,Sell,2 days,-0.65%,Fall by -8.85%,10.46%
2023-03-14,61.27,2023-03-15,60.4,2023-01-25-2023-02-08,57.5-60.14,Sell,1 days,1.42%,Fall by 6.21%,11.88%
2023-05-01,57.42,2023-05-18,63.39,2023-01-03-2023-04-04,52.57-62.99,Buy,13 days,10.4%,Rise by 1.09%,22.28%
2023-05-29,63.59,2023-06-05,62.97,2023-04-04-2023-05-02,57.39-60.88,Sell,5 days,0.97%,Fall by 6.73%,23.26%
2023-06-05,62.97,2023-06-15,61.52,2023-05-02-2023-05-19,55.95-64.43,Buy,8 days,-2.3%,Rise by 0.93%,20.95%
2023-07-21,61.24,2023-08-02,57.87,2023-05-19-2023-06-28,59.65-62.72,Sell,8 days,5.5%,Fall by 11.58%,26.46%
2023-08-03,55.65,2023-08-08,56.09,2023-05-02-2023-05-19,55.95-64.43,Sell,3 days,-0.79%,Fall by 11.34%,25.67%
