Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Buy,2020-02-27 - 2020-02-28,1 days,2020-03-13,37.9,2020-03-16,33.75,1 days,-10.9%,Rise by 7.89%,-10.9%,
Sell,2020-06-03 - 2020-06-08,3 days,2020-06-12,43.34,2020-06-29,43.28,11 days,0.1%,Fall by -3.78%,-10.8%,
Sell,2020-07-22 - 2020-07-29,5 days,2020-08-07,45.95,2020-08-12,47.03,3 days,-2.4%,Fall by 0.15%,-13.2%,
Sell,2020-08-26 - 2020-08-27,1 days,2020-09-04,46.55,2020-09-11,46.51,5 days,0.1%,Fall by 2.79%,-13.1%,
Buy,2020-10-29 - 2020-10-30,1 days,2020-11-13,50.02,2020-12-10,52.59,19 days,5.1%,Rise by 11.5%,-7.9%,
Sell,2020-12-04 - 2020-12-09,3 days,2020-12-14,51.78,2020-12-17,52.92,3 days,-2.2%,Fall by -2.72%,-10.1%,
Sell,2021-01-08 - 2021-01-14,4 days,2021-02-18,56.36,2021-02-24,56.17,4 days,0.3%,Fall by 3.89%,-9.8%,
Sell,2021-04-16 - 2021-04-26,6 days,2021-05-11,56.91,2021-05-25,57.95,10 days,-1.8%,Fall by -0.07%,-11.6%,
Buy,2021-06-18 - 2021-07-08,14 days,2021-07-12,57.5,2022-03-01,51.38,166 days,-10.6%,Rise by 0.09%,-22.3%,
Sell,2021-08-05 - 2021-08-11,4 days,2021-08-17,56.52,2021-08-18,56.38,1 days,0.2%,Fall by 2.74%,-22.0%,
Sell,2021-11-08 - 2021-11-09,1 days,2021-11-17,57.58,2021-11-29,55.05,8 days,4.4%,Fall by 6.32%,-17.6%,
Buy,2021-11-23 - 2021-11-30,5 days,2021-12-02,55.1,2022-03-07,48.26,67 days,-12.4%,Rise by 2.9%,-30.0%,
Sell,2022-01-04 - 2022-01-05,1 days,2022-01-18,55.28,2022-01-25,53.6,5 days,3.0%,Fall by 12.7%,-27.0%,
Sell,2022-03-22 - 2022-03-29,5 days,2022-04-01,52.78,2022-04-08,51.83,5 days,1.8%,Fall by 12.45%,-25.2%,
Buy,2022-04-12 - 2022-04-19,5 days,2022-04-27,48.46,2022-07-14,43.31,56 days,-10.6%,Rise by 3.53%,-35.8%,
Buy,2022-05-11 - 2022-05-12,1 days,2022-05-25,48.4,2022-07-14,43.31,36 days,-10.5%,Rise by -10.52%,-46.4%,
